index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
1	0	0	
2	0.98	84.30832759799527	0.3401360544217688
3	1	70.10656197418677	0.276
4	1	53.80393844830689	0.27599999999999997
5	1	49.00519455061594	0.22999999999999995
6	1	36.51767455445767	0.20500000000000007
7	1	34.03907686023906	0.1927777777777778
8	1	29.533372711144068	0.17583333333333326
9	1	30.448815541091804	0.16400000000000003
10	1	22.858187802863597	0.15742424242424233
11	1	21.795039449029364	0.1566666666666667
12	1	18.5137186655227	0.14890109890109898
13	1	18.954471359795804	0.13736263736263749
14	1	16.348952032171532	0.13752380952380963
15	1	14.856633486852393	0.13251960784313727
17	1	17.735527809308174	0.12315789473684202
33	1	10.122482032593556	0.07939801375095489
65	1	5.466810990476855	0.055762655255192535
129	1	2.9069936453119563	0.0409613334824091
257	1	1.5184045819376764	0.030333626010466644
