v8-version,7,0,276,38,-node.11,0
code-creation,Builtin,3,3178,0xa059bf158c0,15040,KeyedStoreIC_Megamorphic
code-creation,Builtin,3,3186,0xa059bf193c0,44,KeyedStoreIC_Slow
code-creation,Builtin,3,3192,0xa059bf19440,40,LoadGlobalIC_Slow
code-creation,Builtin,3,3199,0xa059bf194c0,92,LoadIC_FunctionPrototype
code-creation,Builtin,3,3207,0xa059bf19560,40,LoadIC_Slow
code-creation,Builtin,3,3213,0xa059bf195e0,16,LoadIC_StringLength
code-creation,Builtin,3,3220,0xa059bf19640,20,LoadIC_StringWrapperLength
code-creation,Builtin,3,3230,0xa059bf196a0,3368,LoadIC_Uninitialized
code-creation,Builtin,3,3245,0xa059bf1a420,44,StoreGlobalIC_Slow
code-creation,Builtin,3,3254,0xa059bf1a4a0,6732,StoreIC_Uninitialized
code-creation,Builtin,3,3263,0xa059bf1bf40,40,StoreInArrayLiteralIC_Slow
code-creation,Builtin,3,3270,0xa059bf1bfc0,1028,EnqueueMicrotask
code-creation,Builtin,3,3280,0xa059bf1c420,1532,RunMicrotasks
code-creation,Builtin,3,3287,0xa059bf1ca60,2416,HasProperty
code-creation,Builtin,3,3296,0xa059bf1d420,1052,DeleteProperty
code-creation,Builtin,3,3303,0xa059bf1d880,40,Abort
code-creation,Builtin,3,3309,0xa059bf1d900,40,AbortJS
code-creation,Builtin,3,3317,0xa059bf1d980,15,EmptyFunction
code-creation,Builtin,3,3323,0xa059bf1d9e0,15,Illegal
code-creation,Builtin,3,3329,0xa059bf1da40,15,StrictPoisonPillThrower
code-creation,Builtin,3,3338,0xa059bf1daa0,15,UnsupportedThrower
code-creation,Builtin,3,3344,0xa059bf1db00,36,ArrayConstructor
code-creation,Builtin,3,3352,0xa059bf1db80,467,ArrayConstructorImpl
code-creation,Builtin,3,3360,0xa059bf1dda0,243,ArrayNoArgumentConstructor_PackedSmi_DontOverride
code-creation,Builtin,3,3368,0xa059bf1dee0,243,ArrayNoArgumentConstructor_HoleySmi_DontOverride
code-creation,Builtin,3,3378,0xa059bf1e020,207,ArrayNoArgumentConstructor_PackedSmi_DisableAllocationSites
code-creation,Builtin,3,3387,0xa059bf1e140,207,ArrayNoArgumentConstructor_HoleySmi_DisableAllocationSites
code-creation,Builtin,3,3397,0xa059bf1e260,207,ArrayNoArgumentConstructor_Packed_DisableAllocationSites
code-creation,Builtin,3,3405,0xa059bf1e380,207,ArrayNoArgumentConstructor_Holey_DisableAllocationSites
code-creation,Builtin,3,3415,0xa059bf1e4a0,219,ArrayNoArgumentConstructor_PackedDouble_DisableAllocationSites
code-creation,Builtin,3,3424,0xa059bf1e5c0,219,ArrayNoArgumentConstructor_HoleyDouble_DisableAllocationSites
code-creation,Builtin,3,3434,0xa059bf1e6e0,571,ArraySingleArgumentConstructor_PackedSmi_DontOverride
