index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	mean_total_iterations (division)	total_iterations_SNR (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	mean_total_iterations (sequential)	total_iterations_SNR (sequential)	order_index (sequential)
15937	1	0.8125978672556278	0.5721572298414173	90.38167190486163	81	6.338437412722983	305.32	39.34645876784428	87	1	1.2461323168215952	0.5990619176304164	112.18449369704003	81	7.736201352901524	135.47	72.29865974692684	
16250	1	0.5647295877078805	0.5450200712485181	89.21025348520851	81	6.534835389983476	426.35	41.52900863522143	64	1	1.1915059920836553	0.6075397447906845	101.88691482876378	81	11.487530428095553	141.94	78.72872086139758	
16562	1	0.8242929009422392	0.5845645681999487	86.85843264855693	81	6.448503077063662	292.61	25.637693118379968	88	1	1.1555016321461549	0.6036507595113177	101.03117541425371	81	10.901548221277118	142.59	63.21768512148913	
16875	1	1.0283389652030739	0.5291541431753943	94.02140919177423	81	6.160080585091239	227.55	24.30100738491437	70	1	1.0915755473978122	0.5928501671827026	109.43550336092508	81	12.091270732422457	149.57	44.470865595925076	
17187	1	1.6101918704633231	0.5732934475654402	88.37001223573117	81	6.014042036698914	143.94	49.52607850258553	89	1	0.83147706079517	0.6090679726458882	86.27256727316382	81	14.84698383229463	196.96	33.23719013581284	
17500	1	0.7140001142400373	0.5468749675389352	78.72326065333235	81	6.817400921561155	315.05	48.339797040799276	62	1	0.9576544361426719	0.5948300920834158	94.56785128686177	81	8.964235386544757	157.97	44.97300698445768	
17812	1	1.220388791461106	0.5733799578402818	98.6617720468359	81	6.2342144759687415	184.65	39.908029910903416	90	1	1.1343681796114544	0.5693254171990692	116.19197314268155	81	10.438437890340783	135.71	81.27747777596646	
18125	1	1.60659345955793	0.5130645306727243	108.25572925577599	81	6.109450145876813	136.4	63.78427724836573	71	1	1.05843178512973	0.5662709809927154	119.63852699949429	81	11.921103964145411	142.7	58.48873563977816	
18437	1	1.0731122078317619	0.6034134795083381	84.28653410013735	81	6.1095855261479945	202.84	56.91399235916274	91	1	0.9507456698289006	0.5852378687313093	86.65985814257041	81	9.242317295514422	159.39	42.47700674363852	
18750	1	0.8505325184097602	0.5105360813083406	98.43860716180913	81	6.316928167468444	241.41	24.012253380242782	65	1	0.9194506098716398	0.5541771459891851	98.20731554598464	81	21.3927080191589	156.75	43.50404444580736	
19062	1	0.8174536156382047	0.5466945745205382	82.6724463786012	81	6.513440072714181	257.81	49.69558605439855	92	1	1.0270230299644554	0.5480366897108836	94.32540494425024	81	10.714073461559744	139.8	47.13389388806557	
19375	1	1.3903216926331552	0.4939872940389243	120.41299822945638	81	6.08881073771292	142.89	87.78822349805297	72	1	1.048498288326626	0.5357891522094183	117.87891345417853	81	11.368344351930878	136.04	50.92526424505884	
19687	1	1.2753198821095029	0.5017809501404608	131.65410366863685	81	6.250022866705884	159.56	29.019994425365194	93	1	1.0546364984381826	0.5294370055695381	100.94279689045551	81	12.631647545247187	133.82	100.13321024993967	
20000	1	0.98501302679729	0.5106026110738326	76.3786522672576	81	6.051002897859819	307.39	55.15871871727579	1	1	1.0091835704915482	0.5292650082797801	94.98235944047101	81	16.624217700151473	139.11	57.519952801482304	
