index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
1	0	0	
2	1	366.3003662989605	0.34000000000000014
3	1	288.850375505527	0.26966666666666667
4	1	211.86440678058855	0.25566666666666654
5	1	219.20210433994436	0.21666666666666667
6	1	189.03591682338538	0.18142857142857152
7	1	146.88601645160685	0.17944444444444443
8	1	150.87507543710973	0.16899999999999993
9	1	124.31626056674361	0.16222222222222224
10	1	122.18963831865406	0.15272727272727266
11	1	119.4743130227666	0.14641025641025643
12	1	105.44074230310473	0.1353846153846154
13	1	97.42790335163093	0.1375824175824177
14	1	96.58103148569371	0.13466666666666677
15	1	89.01548869500111	0.12641666666666668
17	1	78.5175879398955	0.11999999999999994
33	1	44.401030103918266	0.08121619556913671
65	1	24.0685472224882	0.0612354312354312
129	1	12.745347948002669	0.047410852713178284
257	1	6.454444530503372	0.03939583144813442
