index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
1	0	0	
9	0.042	3.9634606673715256	0.31681096681096677
10	0.114	9.461680195202199	0.2760937892516841
11	0.144	10.526623585482556	0.3132561882561881
12	0.084	6.471095772222281	0.264937641723356
13	0.3	18.671346950969152	0.27599709114415
14	0.154	10.053400530082616	0.28239659500163694
15	0.066	4.081481206638529	0.24097593582887697
16	0.234	10.853130246840617	0.25764934478814744
17	0.17	8.925383791511523	0.23037293348712015
25	0.154	4.992737835871729	0.19928959928959913
27	0.154	4.745119305854361	0.20213109277148686
28	0.116	3.379657955306547	0.1945228780016475
29	0.088	2.8690101263025127	0.1913414756065049
33	0.06	1.8952315973003038	0.22599338834632957
65	0.074	1.2528146003694773	0.1766191721415602
81	0.016	0.1853130168495528	0.17410102080797057
97	0.024	0.2416188462699694	0.1799330035044321
129	0.018	0.15937299123624302	0.14479797772892042
257	0.018	0.07090762548482696	0.13117976141231957
