index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
0	0	0	
2048	0	0	
3072	0	0	
3584	0	0	
3840	0	0	
3841	0.28	22.471188725890276	0.12602748574654882
3842	0.296	23.13801513352052	0.11553276988618812
3844	0.384	29.821999937868487	0.11866773388455487
3846	0.29	25.421648725414165	0.12305828718926622
3848	0.25	20.624340021121743	0.10922260781673807
3856	0.22	18.824012594975212	0.11421466956347893
3872	0.226	20.0255192457723	0.10985079381786157
3904	0.322	24.260141040325216	0.12868776461596257
3968	0.336	26.944235056382798	0.11670770510421231
4032	0.124	11.297170241069779	0.133861858371394
4064	0.186	16.744085556879877	0.12788234327357856
4080	0.152	12.970168612192461	0.13904201072858866
4088	0.196	16.699896051672354	0.13264471259735952
4092	0.38	31.94458455226211	0.14114239444175491
4096	0.464	31.67538194776197	0.14720992597551597
