index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	order_index (sequential)
1	0	0			181		0	0	0			181		
2	0.62	0.282314027910825	0.8196655992462148	63.43050275817737	181	10.203906942068159	11	0.68	0.2477585141484679	0.8709776592768352	102.38595098295045	181	10.214810994306571	
3	0.05	0.03713896285732858	0.7251365914786968	9.880004102596466	181	8.4143804643962	14	0.88	0.40335906428030815	0.8416984731087176	90.25163598922346	181	10.130783146601273	
4	0.91	0.46892737757776504	0.8428307073193855	115.63147813109079	181	10.150900111868566	10	0.9	0.43208655557882014	0.8611954978974293	126.39197321128722	181	9.955154987996513	
8	0.95	0.7044551225010394	0.81499069944587	96.34415246221377	181	9.992832748038142	9	0.98	0.5971833663713615	0.83218892509056	111.26743875006613	181	9.847332921703313	
16	0.97	0.7087068656892089	0.8389127142090297	109.94555662207414	181	10.28614071143916	8	0.96	0.6751757566891291	0.8461323830742252	119.57700045211185	181	10.319247377504903	
32	0.94	0.5042228665069634	0.8304227985266696	132.7185243784765	181	9.256682952891962	7	0.97	0.47910911389014565	0.8577009428458464	150.5239903029102	181	9.385820457222168	
64	0.98	0.6366654323153347	0.8873990636593714	168.45561316794692	181	8.9330212183425	6	0.96	0.5149952121539411	0.8951176637640402	165.71985439100666	181	9.142598025739046	
128	0.91	0.507905748321005	0.9210080594552559	205.10316169914512	181	8.631062110699236	2	0.97	1.0536514998785993	0.9407372420760737	244.5120641314524	181	9.44686031598464	
192	0.96	0.4380019627962942	0.9676532985074816	523.0591518258459	181	8.74568355059109	3	0.9	0.7496751407723552	0.9716473159048312	663.0661477853535	181	9.273397337411431	
224	0.94	0.6596222750232641	0.9809317596311232	1143.3880610789704	181	9.150971407752788	4	0.95	0.802897869700755	0.9835207143392327	1192.0751949401467	181	9.292003702414348	
228	0.91	0.6370416625247798	0.9823083038412159	1410.6936193998843	181	9.455983858879023	15	0.93	0.9443244576987121	0.9812771644676513	1373.0415960358882	181	9.852074315946004	
230	0.95	0.731496225479454	0.9862912261431577	1864.2466853798742	181	9.55539290976495	16	0.87	1.1587470082353883	0.983692002894451	1400.4336449241532	181	10.043156655513963	
231	0.83	0.8178451848626948	0.9843873572023203	1756.2342529897805	181	9.725565359767947	17	0.91	1.0716813502712088	0.9837005636405314	1487.6747876872141	181	9.815777366168955	
232	0.66	0.3947604521801488	0.9860983537444674	1407.4949963983831	181	8.839958159679158	12	0.84	0.9457329430307696	0.9841226929133574	1622.5177948940816	181	9.703950864264877	
234	0.7	0.5790991533570494	0.9880603453178121	1817.086027812816	181	9.536401533271686	23	0.68	0.47162417656499284	0.9878249598054294	1616.4659772640198	181	9.115521879781227	
235	0.6	0.6367459733776722	0.9875212624434142	1660.4338507414782	181	9.567656170119468	24	0.73	0.4599474021792772	0.9880133909635206	1891.9304547069112	181	9.39303181725936	
236	0.48	0.301982705198844	0.9890110533859923	1588.0414862596408	181	9.10221002223671	13	0.64	0.4346969686677943	0.9884202857310239	1881.918259074592	181	9.198045027430705	
238	0.44	0.46849129830651276	0.9903155513591032	1589.1669692573794	181	9.7134031416648	20	0.56	0.40209260479897957	0.98968526669258	1859.6072352251526	181	9.36843580173701	
239	0.39	0.42093901780898596	0.9912476719205696	1629.852709540345	181	9.64014602546513	22	0.47	0.3708944158295283	0.9904479177853879	1831.8815047914338	181	9.165938487177785	
240	0.24	0.21674812783802055	0.9917026010264113	1321.614970044148	181	9.012723994456413	5	0.3	0.293424647083494	0.9920088317377881	1710.7576658811186	181	9.31045459200571	
242	0.06	0.12111278426177895	0.9935609208555564	630.2025137064079	181	9.210872149800538	21	0.03	0.041301094616676706	0.9956909250764202	486.7528900046712	181	9.003027092975067	
244	0.01	0.028760177507812266	0.9980276134122288		181	10.177331590466926	19	0	0			181		
248	0	0			181		18	0	0			181		
256	0	0			181		1	0	0			181		
