index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
0	0	0	
1024	0	0	
1536	0	0	
1792	0.084	50.131296252019844	0.6582766439909299
2048	0.172	131.4984709475558	0.6158914728682171
3072	0.182	97.82842399457536	0.4657509157509158
3584	0.284	146.1206009467949	0.3505868544600939
4096	0.358	210.21726365311102	0.40279329608938547
4160	0.43	180.88507487780757	0.38643410852713195
4192	0.374	142.66097039983316	0.3354723707664884
4196	0.442	166.0156249999332	0.34374057315233786
4200	0.516	196.39187029020155	0.37409560723514224
4208	0.62	218.72574613687019	0.35155913978494646
4224	0.738	281.85151237481847	0.3646793134598013
4288	0.844	275.8169934642621	0.31856240126382324
4352	0.976	353.21366531541844	0.29016393442622956
4608	0.996	359.6446883795468	0.2847389558232933
5120	0.99	351.58747070145984	0.2943097643097643
6144	0.99	349.2556268959701	0.29282828282828294
8192	0.972	334.1813931106384	0.2865226337448561
