index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)
0	0	0		
1250	0	0		
1875	0	0		
2031	0.023	5.941617153191641	0.2832125603864734	19.72371793198819
2109	0.013	2.8329846582976286	0.3196581196581197	12.917153854424301
2148	0.018	3.5524679784497732	0.2836700336700337	17.087414257371567
2157	0.039	9.250474383300942	0.2577052577052576	27.91369703219754
2162	0.047	9.441732457465692	0.29776488287126585	29.308582549259853
2167	0.079	19.045323047246875	0.28523846055491603	42.31884438165129
2187	0.098	22.412807318460985	0.2673469387755098	37.31731838840616
2265	0.045	9.347541596560886	0.3156902356902356	26.2834342304486
2343	0.009	1.9784568036919423	0.29719416386083053	8.19234227224971
2500	0.06	13.02083333333284	0.2912794612794613	29.146527893843537
3750	0.055	7.18672416045801	0.32070247933884294	22.644741182417047
4375	0.077	9.134911972667883	0.35343040797586234	28.70019073118137
5000	0.099	12.741476724277309	0.32326293235384107	40.91284583253968
6250	0.078	7.960077151518667	0.3560411810411808	34.11242223893651
6875	0.041	3.9990246281399893	0.3468341956146834	20.563191151595106
7500	0.035	3.2356176794149376	0.3574003774003775	22.036060221091024
10000	0.054	3.5834920466383386	0.29106407995296885	28.507050092294612
