index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
2	1	491.1591356108091	0.258
3	1	519.7505197507713	0.278
4	1	353.1073446261494	0.36700000000000005
5	1	373.97157814390886	0.39
6	1	535.3319057934616	0.365
7	0.98	495.95141696875226	0.4479591836734694
8	1	334.44816053615875	0.4319999999999999
9	0.98	491.4744232396237	0.4295918367346938
10	0.96	558.1395348172339	0.44479166666666653
11	1	499.0019960041576	0.49199999999999994
12	0.94	323.91454167568355	0.4989361702127659
13	0.92	307.6923076932661	0.5206521739130434
14	0.96	335.66433567280677	0.5020833333333333
15	0.88	465.1162790859084	0.5249999999999999
16	0.92	480.16701463630164	0.4956521739130434
17	0.96	427.8074866187649	0.5375
18	0.76	422.69187983685134	0.5552631578947368
19	0.78	394.3377148745459	0.5410256410256412
20	0.72	369.9897224752156	0.5680555555555559
21	0.86	284.5797485057017	0.6174418604651165
22	0.78	256.57894736527686	0.5782051282051283
23	0.6	202.7027027012677	0.6050000000000001
24	0.8	376.64783429369754	0.5600000000000002
25	0.58	201.38888888856326	0.6103448275862069
26	0.7	270.06172839462505	0.6028571428571431
27	0.48	175.4385964816134	0.6770833333333334
28	0.66	216.67760997808267	0.6151515151515152
29	0.58	279.9227799168664	0.6103448275862069
30	0.64	397.02233250058373	0.6687500000000002
31	0.46	161.17729502826128	0.6347826086956521
32	0.6	224.2152466191358	0.6333333333333334
33	0.46	170.24426350912836	0.6521739130434782
34	0.4	177.46228926690443	0.6675
35	0.36	220.5882352806483	0.6749999999999999
36	0.36	180.7228915637725	0.6527777777777777
37	0.34	189.09899887438087	0.6470588235294117
38	0.34	117.56569847886443	0.6470588235294118
39	0.18	106.88836104829323	0.6444444444444444
40	0.24	91.88361408597056	0.7333333333333333
41	0.32	196.07843136057627	0.75
42	0.28	104.55563853565747	0.6571428571428569
43	0.14	75.51240561455694	0.7428571428571429
44	0.06	24.15458937088034	0.7333333333333334
45	0.3	178.57142856598398	0.7333333333333333
46	0.26	87.07300736504097	0.6615384615384614
47	0.14	78.91770010604854	0.7428571428571429
48	0.1	55.5555555577114	0.8
49	0.18	73.5294117602161	0.7555555555555554
50	0.12	99.33774836481923	0.7666666666666666
51	0.1	66.84491978418203	0.6799999999999999
52	0.12	44.87658938215343	0.7666666666666666
53	0.04	26.109660574301426	0.8
54	0	0	
55	0.06	39.31847968512822	0.8000000000000002
56	0.06	24.59016393381615	0.7333333333333334
57	0.04	26.246719161524478	0.7
58	0.04	24.21307506221167	0.8
59	0.02	12.594458440222374	0.8
60	0.02	8.006405123470936	0.8
61	0	0	
62	0.02	14.619883040134448	0.8
63	0.02	11.862396203715413	0.8
64	0	0	
65	0.02	6.561679789754578	0.8
66	0.04	33.55704697548728	0.8
67	0.02	12.42236024900411	0.8
68	0.02	7.788161993683323	0.8
69	0	0	
70	0.02	8.319467554748536	0.8
71	0	0	
72	0	0	
73	0	0	
74	0	0	
75	0	0	
76	0	0	
78	0	0	
82	0	0	
98	0	0	
130	0	0	
258	0	0	
