index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	order_index (sequential)
24	0.998	330.70448671201626	0.295056780227121	70.57758131588679	24	123.6931288357966	110	1	402.93335482643124	0.3011000000000001	66.8804469022748	24	123.67801289062501	
25	0.986	301.06870229061144	0.29763353617309	68.6374176567925	25	131.01008652383365	107	0.996	429.9404299366965	0.32078313253012064	64.61780274213004	25	124.83662972201306	
26	0.998	365.40714704035366	0.3054108216432867	65.96995148593966	26	126.01069443574649	111	0.996	418.48739495716444	0.3159638554216869	64.23969845002289	26	126.23240919406794	
27	0.978	278.8549270078768	0.29103612815269264	72.06764237909616	27	124.5363948268149	106	1	409.8360655733794	0.30660000000000015	68.33045527111065	27	128.64073710937498	
28	0.99	355.29715762123675	0.3083501683501685	64.94216283866935	28	125.59605902777781	109	1	423.8724991511339	0.31120000000000014	66.71899445643028	28	126.56815859375	
29	0.994	365.22633744992197	0.30261569416499	67.09250280145842	29	120.74522132796784	108	0.998	408.3803911926725	0.2948563794255178	70.46111299629622	29	123.89410422407316	
30	0.994	341.9567909732417	0.2798792756539237	79.19424716115093	30	122.73394861355634	112	1	395.7574798130063	0.2871	73.59605405514108	30	126.9964203125	
31	0.998	350.05261311880446	0.29228456913827666	71.2560386979325	31	131.75106815192888	4	0.996	411.7403885912777	0.3177376171352076	64.66072841599922	31	127.7554840455572	
32	1	410.00410004370104	0.2957666666666668	69.92668684107984	32	131.87380703125	229	0.998	422.05869914559156	0.30517702070808295	67.09844436237358	32	123.42877004008018	
33	0.998	341.266584599838	0.27855711422845697	79.28730487796457	33	124.80555759957417	45	0.998	409.21764802302437	0.29375417501670026	71.47442929446257	33	125.05382288013529	
34	1	352.5347246691821	0.3087000000000002	67.55381973997063	34	135.63183125	48	1	423.80064417767335	0.32730000000000015	63.93830492671359	34	126.593355078125	
35	0.99	320.82442154376855	0.28276094276094293	77.60078549389516	35	126.24499250315658	43	1	409.97048212639055	0.31290000000000007	65.54659764651244	35	126.36231562500001	
36	0.998	359.3806265752001	0.3086172344689379	66.31482885319292	36	125.36463669526552	127	1	406.63630449208296	0.28120000000000006	79.33467608760853	36	131.32221757812502	
37	0.996	348.2517482534493	0.29521419009370825	69.08005711061742	37	131.0052322571536	125	0.998	429.1734755308078	0.32354709418837685	63.9369460592008	37	124.48962417021546	
38	0.968	269.2928281302413	0.2763085399449036	82.01632316537274	38	118.58032468685433	126	0.998	428.915248408022	0.31105544422177694	65.22150600532007	38	126.809850560496	
39	0.988	302.97454768488905	0.28744939271255077	72.0523897970367	39	120.23785385564274	33	1	405.3506282975673	0.2983	68.32622324364652	39	124.64307734375001	
40	1	343.17089910896215	0.29700000000000015	68.7566637811268	40	128.6120078125	47	0.998	397.73633030441306	0.292184368737475	69.84985712329765	40	128.2969074868487	
41	0.998	337.2305197007988	0.2836005344021376	76.70139044594866	41	132.9251005918086	46	1	398.438122559596	0.27946666666666675	80.57684085900726	41	122.781891015625	
42	0.976	262.3938057847734	0.2781420765027322	79.79212973358126	42	119.38254994877049	145	1	408.5301086699337	0.27090000000000003	89.64070200920227	42	122.52029375	
43	0.996	350.03865888912964	0.30137215528781813	68.59717975179632	43	132.09280677397092	34	0.998	393.4400378471489	0.2746158984635939	82.32535100411593	43	125.93344579784569	
44	0.988	278.7967718280395	0.28485155195681516	75.10301200684911	44	124.28966939207996	146	0.996	398.46375419906127	0.3006024096385542	67.70058541039053	44	128.33531587286643	
45	0.994	338.8097348150449	0.27602280348759234	82.88378239127103	45	130.03400379958325	35	1	435.6918787046715	0.3142000000000001	65.87766588051919	45	125.666512109375	
46	0.994	349.0168539328125	0.29141515761234077	72.45702808435878	46	131.05347593372736	36	1	436.0718646405128	0.3340000000000002	65.25865505892087	46	125.94537695312502	
47	0.936	253.35643135504466	0.2826210826210827	73.08318323297212	47	121.9082995292468	31	1	404.23639744407694	0.3022000000000001	68.66814021444361	47	126.194182421875	
48	1	348.1166887137635	0.28356666666666674	75.11526184278515	48	127.853058984375	39	1	392.8964325014424	0.30220000000000014	68.14033058823118	48	128.515696484375	
49	1	354.1578127209281	0.3014000000000001	66.89987641692993	49	131.07928281250003	38	0.996	404.779322117997	0.30542168674698805	66.02659691474314	49	134.69446928338354	
50	0.994	335.15408995825396	0.2900737759892689	70.38705355842116	50	133.14499772069917	44	0.994	403.7367993501982	0.3102615694164991	64.66945312873379	50	128.76426881602112	
51	0.99	335.1387948546724	0.28831649831649836	70.84188181476975	51	126.84377643623738	37	0.998	410.9363419279735	0.3097194388777556	64.82995978728324	51	125.25301462299598	
52	0.998	374.4559507704455	0.31108884435537754	66.24146506098478	52	128.9438744676854	130	1	415.2479029971745	0.3196666666666669	65.43425810190811	52	126.16345	
53	0.998	339.29421364189585	0.3031396125584504	68.14760146353504	53	136.92657385082666	128	1	430.960179280014	0.3184000000000001	65.6573656431199	53	126.107634375	
54	0.994	293.2153392343473	0.2695171026156942	93.77102696940169	54	122.8495508205483	129	0.998	412.60128989342513	0.3116232464929862	66.82834161276575	54	126.99596145415832	
55	0.988	280.6658712573929	0.2772941970310392	80.09974466430862	55	117.54819158021255	32	1	428.15550607607776	0.31140000000000023	65.60500139845536	55	126.72606132812498	
56	0.974	293.3911681428814	0.2850102669404518	75.0955492265188	56	118.20444165490245	42	0.998	427.8120713298981	0.3245490981963929	64.0043147452078	56	126.24595714867236	
57	1	343.02963776205047	0.29783333333333345	67.67735205520796	57	132.39162812499998	41	1	423.8724991511339	0.31760000000000016	64.40501151072036	57	129.729323046875	
58	1	411.99736321593485	0.29880000000000007	67.95406888298695	58	124.62835039062499	230	1	411.38719763008663	0.3130000000000001	65.82204964807735	58	128.180352734375	
59	1	351.5927149999008	0.3013000000000002	67.736632465742	59	133.33960429687502	40	0.998	414.17662682369206	0.3034068136272546	66.61858355446138	59	128.90075502567635	
60	0.998	408.6144775630683	0.32545090180360736	63.41606090027429	60	128.64111308554612	231	1	420.5214465943115	0.29960000000000014	68.70463422316158	60	128.991718359375	
61	1	407.3319755573773	0.3212000000000002	65.26905777673392	61	128.62323164062497	210	0.998	411.7501444031252	0.3110220440881765	66.13887356934183	61	127.7993561341433	
62	0.998	390.51494756728914	0.2716432865731463	84.94387610557042	62	123.60497087925852	232	1	410.4416351984705	0.31270000000000014	65.48992998478914	62	127.77093984375	
63	1	362.08269968762596	0.29310000000000014	70.70213138078037	63	129.50178320312503	3	0.998	408.8153367194589	0.29859719438877763	68.38007619009886	63	123.08182380385773	
64	0.994	417.43658659439	0.31458752515090566	64.97674790725473	64	132.28961267605635	179	0.998	399.6156002207088	0.2718436873747495	87.44264635462544	64	122.65835225137776	
65	0.998	423.5633647381695	0.3254509018036075	64.71718783078857	65	130.54183171029558	175	0.998	416.35377554820434	0.30731462925851716	66.03786475799448	65	126.49522834731967	
66	0.994	405.0529747354722	0.30331991951710274	66.8353471122269	66	131.31634769554825	233	1	408.5634907689758	0.3133000000000001	65.98156450418469	66	127.95529492187495	
67	0.998	431.7355943906062	0.3104208416833669	66.98650424684791	67	124.74665620303108	173	1	419.21690282566107	0.31510000000000016	65.49467455077867	67	126.41079375000002	
68	1	412.0652711362917	0.30420000000000014	65.74278265803584	68	130.359987109375	212	1	426.43923241446254	0.31710000000000016	65.38608202730283	68	126.19623476562502	
69	0.996	399.582764984712	0.3011044176706828	66.94582683434685	69	131.27056624937248	211	1	429.8117424567437	0.3078000000000002	66.78186851999376	69	124.61575039062501	
70	1	408.93105422477953	0.2795000000000001	80.15843836433676	70	126.26383398437498	213	1	422.1546774744405	0.32070000000000015	65.23252853110405	70	125.79393828125	
71	0.998	431.4369704352276	0.31813627254509036	65.2343959561819	71	125.97403478832663	172	0.998	402.8416888668082	0.2966933867735472	69.21426218249775	71	124.98852392284567	
72	0.998	409.21764802302437	0.31102204408817646	66.35093035816128	72	135.27668070516032	178	1	402.02621210697487	0.29710000000000014	69.5532982088555	72	126.81730820312501	
73	0.994	404.0650406469646	0.30570087189805517	66.46143474466186	73	128.83069039235414	176	0.998	415.38333472050186	0.2980627922511691	69.86261850431	73	127.4374475513527	
74	1	406.6032365581986	0.3186000000000002	65.11028596908335	74	129.204622265625	177	0.998	397.9266347730991	0.2980961923847696	68.91193228468471	74	124.12413929421345	
75	1	417.3622704493723	0.3154000000000001	65.99982253970374	75	134.12605078124997	174	0.996	386.88626475888043	0.2753012048192771	81.60527946956421	75	120.9895790192018	
76	0.998	419.9629691956401	0.3167334669338679	65.25498522279969	76	125.34863633517037	234	1	394.04208369594124	0.2934000000000001	69.10296941593623	76	126.88080351562496	
77	1	402.80351244850226	0.2874000000000001	73.17902853267363	77	127.31561328125	214	0.998	407.41345525922503	0.293687374749499	69.46796914725796	77	125.28614142347196	
78	1	412.8819157685964	0.3019666666666668	66.48419464984092	78	125.82361367187501	235	1	387.68705900780407	0.27310000000000006	85.91979901842122	78	128.20917968749998	
79	1	363.53060927612574	0.2828666666666667	77.1840201705214	79	143.26009921874999	155	0.996	424.7697031744885	0.3224899598393575	63.19198758340051	79	126.99489324485445	
80	0.994	405.54875560980105	0.28588195841716973	73.77134117430862	80	124.02289046780686	193	1	407.9634464734598	0.30376666666666685	67.57579744430639	80	125.90196601562498	
81	0.996	424.44387624305625	0.3168674698795182	65.17639693504582	81	128.20807566202308	191	0.998	406.1533452703167	0.30517702070808295	66.48568828399151	81	127.785171123497	
82	1	388.59096914680526	0.27676666666666677	82.62721337252196	82	128.778874609375	236	1	426.2938016862956	0.31490000000000024	66.69115360059351	82	126.66471445312503	
83	0.996	437.26402669594455	0.29799196787148613	68.0758485130648	83	124.55354425514558	190	0.996	444.88118635144036	0.3173360107095048	62.679334536384886	83	125.93145864708836	
84	0.992	379.5531068283903	0.26780913978494625	96.5005171574322	84	122.90625748172884	194	1	416.6666666676772	0.31280000000000024	64.76658453993693	84	128.208976953125	
85	1	421.22999157349983	0.30750000000000016	67.55338539000084	85	131.05987265625	192	1	419.81528127919296	0.30200000000000016	68.44255017233425	85	130.17297656250003	
86	0.996	428.1292984886208	0.31342034805890245	64.65809819373862	86	126.02656602974399	237	1	390.68604469329654	0.27810000000000007	80.96516074491286	86	124.069250390625	
87	1	426.0395364709368	0.3054000000000001	67.51178404163348	87	126.45109335937498	180	1	397.4246880242015	0.2939000000000001	71.74132643673433	87	128.14575859375	
88	1	416.87510421957717	0.3172000000000001	63.789078157176895	88	127.50790976562497	238	0.994	404.8550016249412	0.3082494969818914	66.84737272267564	88	129.35963358274645	
89	1	409.8360655733794	0.2745000000000001	84.74715641657149	89	120.17906874999998	196	1	404.4652968777336	0.31746666666666684	64.04330716468172	89	127.43266054687503	
90	0.998	414.6929277790684	0.3242484969939881	64.12215729616123	90	130.03351977392282	198	0.998	411.0717522028054	0.30811623246493	66.62180629448862	90	128.03203477267033	
91	0.998	396.4407722234932	0.29248496993987977	71.67929056213964	91	127.88568269351201	195	1	414.66246475503567	0.29620000000000013	69.53813848428096	91	129.917657421875	
92	1	404.07305640919935	0.30460000000000015	66.11983800009897	92	129.410869921875	239	1	416.25041625184434	0.30670000000000014	67.63585875066748	92	134.98805234374998	
93	0.998	419.2924964263778	0.3177020708082834	64.67354132177292	93	127.1668039203407	197	1	403.5512510084231	0.2965000000000001	69.54244850679942	93	125.41293710937498	
94	1	406.47101861614954	0.3082666666666667	65.3720517956673	94	127.39929765625	199	1	416.90986408983673	0.30700000000000016	64.05041177457271	94	127.45543593750003	
95	1	354.98757543726566	0.29906666666666665	68.68572382033506	95	126.46698476562499	17	0.998	431.1015118786161	0.2985303941215766	67.37926264085557	95	123.15722108279058	
96	0.98	274.1718889896547	0.2803061224489796	79.54767906771359	96	119.98192163584183	147	0.996	399.13440731181043	0.2792838018741634	80.40852453508019	96	125.94471597326807	
97	0.998	324.78521218491267	0.29395457581830337	71.25807634340885	97	128.73619700338176	131	1	403.16078051921056	0.2984666666666668	69.067369212883	97	126.10798398437498	
98	1	417.3622704493723	0.3132000000000001	63.682513131844956	98	127.271674609375	240	1	402.9008863837264	0.31336666666666674	65.47161166743474	98	130.8253953125	
99	0.998	346.40749739746514	0.29408817635270545	69.42629157123706	99	127.70491529934866	58	1	398.6605007143104	0.3042	68.1159043636812	99	133.60208554687503	
100	0.99	321.0533143096632	0.29670033670033685	68.23443578593512	100	129.2097945413961	61	0.964	349.98547778033634	0.27285615491009685	85.43986131570257	100	125.35106449364626	
101	0.986	315.0159744404259	0.30743745774171743	63.947521731895996	101	127.96625927041075	60	0.98	360.2941176469046	0.2836734693877551	73.84927982374079	101	126.77025231186224	
102	0.972	240.76092341276856	0.2721879286694102	84.61912638463197	102	111.96288861561216	148	1	377.44394957423134	0.2760333333333334	84.17741378450158	102	127.04014414062502	
103	0.988	337.6161837039728	0.3062415654520918	64.5241205087556	103	132.7528664283907	50	1	398.6287172126252	0.2808333333333334	78.32556508990993	103	125.24531015625	
104	1	399.5205753101116	0.2842666666666668	76.6209878676347	104	125.15831523437501	216	0.998	393.0991019364742	0.3014028056112225	67.98812550206141	104	133.2084810245491	
105	1	409.7688903422639	0.3068000000000002	66.39379170468342	105	133.15964726562498	215	0.998	405.1640142906298	0.2890781563126253	73.7246273186601	105	130.08198636857048	
106	0.998	415.86798899669463	0.3112224448897797	63.236213760686404	106	129.2358842685371	217	1	392.40307644016946	0.29146666666666676	70.0593022980499	106	130.39408007812497	
107	0.988	284.8904267570836	0.28289473684210525	74.36950663242735	107	120.21824155490889	55	0.99	399.1291727140184	0.2961279461279462	67.57661163888547	107	123.90201783459597	
108	0.974	307.8771020356692	0.28247775496235455	73.63992248161493	108	126.51214145918891	59	0.992	377.04294944974623	0.2888104838709678	72.7615767466515	108	126.88809381300405	
109	0.976	286.7889045603588	0.29798497267759577	68.87918461336622	109	124.91665639408299	56	0.998	427.8854398930353	0.3137274549098198	65.10711183741093	109	127.77090169923179	
110	0.998	353.4244634909497	0.2686706746826988	95.5105545538991	110	123.9646210389529	57	1	398.3111606773407	0.30930000000000013	65.84549389632048	110	130.99372369791666	
111	0.958	256.2593622958873	0.2831941544885178	73.12091824958327	111	119.2861646170407	49	0.988	360.2421060310673	0.28680836707152507	74.03984331480464	111	126.88392269736836	
112	0.99	344.15629562465347	0.3070033670033671	65.44496320972728	112	127.05182291666668	54	1	399.7761253684682	0.28700000000000003	73.4779992519001	112	125.533169140625	
113	0.996	327.6100256574412	0.29200133868808564	71.20959114454085	113	125.57258683170178	53	1	391.9109578294369	0.2968666666666667	69.40016227261466	113	128.15920312499998	
114	0.984	326.30322323771026	0.2911246612466125	70.22757712879563	114	126.49913419397868	63	0.998	401.2221596827609	0.290681362725451	73.83211877905069	114	127.8433491983968	
115	0.992	333.60236750094947	0.2737231182795699	85.1318768145876	115	115.82750401650706	52	1	399.2653517504217	0.29976666666666685	68.39229653048972	115	128.422446484375	
116	0.986	291.66420162066447	0.2893509127789048	71.81212758590385	116	124.01715857948784	149	1	395.50704002827706	0.2766666666666667	84.58616400317295	116	123.33935976562498	
117	0.994	326.0726938722301	0.2764252179745138	84.7471004892135	117	126.53575863664128	62	1	396.2907188750717	0.2828	76.56443173502386	117	124.74606523437501	
118	1	335.52543282776645	0.28386666666666666	75.59645896997658	118	132.82609218749997	150	0.998	408.2467479362287	0.31272545090180376	63.971471429076324	118	130.27393615355712	
119	0.996	338.9369087293799	0.28550870147255697	74.18098905691254	119	123.97321865587351	51	0.998	426.82405269040953	0.29358717434869747	71.43094819113689	119	123.69685582101705	
120	0.996	329.8668609668333	0.2747322623828649	83.76135240993707	120	125.94647640039322	116	1	404.3344654685881	0.2872000000000002	74.0253646127398	120	123.45892539062503	
121	0.962	273.32651437666266	0.29428274428274426	67.86053358115201	121	117.26046604103243	114	0.998	409.3183496014698	0.30400801603206423	65.10837212122941	121	128.93549794902304	
122	0.992	351.0510297979361	0.29247311827956995	70.31584556372796	122	131.4718029391381	115	1	405.25206678495175	0.27040000000000003	89.02957459971073	122	123.99339062500002	
123	1	345.82929865786485	0.3010333333333335	68.32086405156615	123	130.66707421874997	113	1	418.9359028089955	0.3061000000000002	67.24895357136846	123	123.64375156250003	
124	0.968	291.90036789086116	0.2763085399449036	82.32784385685213	124	121.20189743672519	133	1	409.6346059313216	0.30990000000000006	66.61750754069635	124	128.30626015625003	
125	0.994	303.5114503822188	0.2853789403085178	74.500319030688	125	119.48286751760564	132	0.998	392.57336165584167	0.3095190380761525	66.13410089719463	125	131.9203997839429	
126	0.998	317.006543422041	0.2797595190380762	80.18433463261948	126	128.09680754738645	134	1	406.1078622451565	0.2989000000000001	68.82100888379853	126	125.177061328125	
127	0.998	352.2767384381662	0.2825651302605211	75.12742758403208	127	133.01668297532564	2	1	431.59257661123866	0.3128000000000002	65.9407493809504	127	124.885418359375	
128	1	418.6552792471766	0.3059000000000001	66.4606952191317	128	127.5077515625	241	0.998	399.26388221954136	0.3027054108216434	67.3529357186101	128	126.45094485846693	
129	0.998	428.43650725733113	0.31933867735470955	65.4392767704019	129	126.10363657001506	201	1	395.1007506932799	0.2917000000000001	71.12167616126206	129	128.34257187500003	
130	0.998	406.8155878055074	0.3100200400801605	65.27140396383689	130	131.754322316508	204	1	423.3341800011175	0.3123	65.69611197696517	130	130.182482421875	
131	0.994	394.16289951814	0.2888329979879276	71.76055966798702	131	123.15237165178571	200	1	409.53395036439935	0.2920000000000001	72.2425263373508	131	127.5200015625	
132	0.998	420.2105263157895	0.3122244488977957	66.05785701153101	132	128.5456354114479	205	1	424.0882103464124	0.29590000000000016	70.12017866356372	132	125.10064960937498	
133	0.992	385.00349297519	0.2940860215053764	69.20366572829919	133	130.44240171370967	202	0.998	418.48373029188105	0.3287575150300602	64.89506014200191	133	126.40448240230461	
134	1	407.1661237775752	0.27616666666666667	81.77930818946157	134	123.814671875	203	1	413.5649296980637	0.3146000000000002	67.34767778296604	134	127.199093359375	
135	0.998	393.0371770637574	0.27214428857715434	87.25039464117022	135	122.55972152638611	157	1	420.4153703865833	0.30910000000000015	67.4055709910065	135	125.82461015625	
136	0.996	420.07591733202423	0.3101405622489962	67.6514807221032	136	126.37521962851403	242	0.998	395.2162204968106	0.29378757515030063	71.04636589797134	136	132.3710890531062	
137	0.998	404.8353074791368	0.30460921843687394	68.04879823165403	137	132.5945214648046	167	1	409.8360655733794	0.3113000000000002	66.42619916799177	137	130.421790625	
138	0.998	390.33166458206955	0.3045090180360722	66.97038877619262	138	130.1262368486974	170	0.996	408.73276427683777	0.3094377510040162	66.48546559237765	138	127.93378945469375	
139	1	441.4231482291401	0.3193000000000002	66.17984145420212	139	125.35493085937499	165	1	411.5565067111632	0.2704000000000001	90.51968288078885	139	118.73240976562501	
140	1	435.8437935873604	0.31240000000000034	67.03296215086104	140	125.731440234375	243	1	396.070975921288	0.28190000000000015	78.5292415051716	140	126.21453906250001	
141	1	401.76777822396093	0.2913	71.05770895652853	141	129.871670703125	218	1	392.4954863018645	0.2836666666666668	76.7353719059191	141	127.54459335937501	
142	1	428.9268250791173	0.3061000000000001	66.96828392109737	142	121.48443203125001	244	0.998	395.5294863671465	0.2894789579158317	72.514246907006	142	127.65857809368738	
143	1	394.04208369594124	0.3006000000000001	68.93468337528904	143	131.477879296875	156	1	402.3173479264016	0.29366666666666674	69.93116018335219	143	126.1612	
144	0.998	424.9701924736356	0.3150968603874417	65.7409189977959	144	126.7612083542084	245	0.992	392.032880178793	0.2883064516129033	70.33310145887474	144	128.18463528540826	
145	1	421.6207100104263	0.3074	66.30117155467404	145	135.34392851562498	160	1	396.856893402801	0.2773000000000001	82.69564614969754	145	123.82628320312502	
146	1	416.87510421957717	0.3044000000000001	68.09805131413106	146	135.23655390625	161	1	403.81198513741816	0.29220000000000007	71.3632077464978	146	127.15607148437499	
147	0.992	393.12039312407114	0.29818548387096794	69.36188563169351	147	129.68970080960182	159	1	390.2286740022425	0.29260000000000014	71.13752066305356	147	126.56283632812499	
148	0.998	416.42326629770304	0.31683366733466944	64.77413718575147	148	130.6321443668587	163	0.996	408.16326530414403	0.3165662650602412	65.98179865239675	148	129.860018589985	
149	1	407.99673602595675	0.30720000000000014	67.26163806838105	149	131.43170156250002	162	0.996	389.42758836407717	0.29103078982597064	71.46818848771262	149	129.46654979292168	
150	0.994	406.84348395884905	0.3351777330650572	63.31902266976869	150	126.33866008551311	164	1	392.74212552308404	0.2915333333333334	71.74554755938736	150	126.39584375000001	
151	0.996	425.6410256416609	0.3083333333333336	67.67159102814024	151	124.78172377008032	158	1	408.5634907689758	0.3209666666666668	64.72165350817897	151	131.57290625000002	
152	1	387.5968992223577	0.2952333333333334	69.19197888851505	152	130.59809335937499	169	1	395.4757573375538	0.29816666666666675	68.14597713715256	152	127.24433671874999	
153	1	398.9149513319239	0.3032666666666668	68.39344401925338	153	135.62625937499996	168	0.998	401.15764932830365	0.3041082164328658	68.04184322931461	153	127.52899157690379	
154	0.998	413.0794701991134	0.3112224448897797	66.93150631166418	154	128.79360400488477	171	1	416.80560186478937	0.27470000000000006	84.24515071354243	154	121.31514101562499	
155	0.998	421.66638498919247	0.30320641282565136	66.09032574882292	155	124.58547798722442	166	1	407.06667752095245	0.2726666666666666	85.92258071140391	155	123.48774921875	
156	1	430.8487720816911	0.31320000000000014	67.29951286516162	156	129.58599023437503	246	1	392.618767178399	0.2862000000000001	74.65221278928571	156	126.10810924479166	
157	0.998	430.7665745855401	0.31342685370741497	65.89956742818825	157	128.104513323522	219	0.998	397.863179717498	0.2891783567134269	70.58914121275129	157	123.83568817322144	
158	0.998	432.37154492687876	0.31833667334669363	64.91140447280416	158	125.57569944576655	247	1	399.0104540733481	0.2765000000000001	82.6068917733777	158	123.237154296875	
159	0.998	360.4970380001798	0.2980627922511691	69.28939914677267	159	129.92704132222778	18	1	406.8017248403614	0.2926000000000001	71.39218311246962	159	125.62171171874998	
160	0.998	435.08588368380055	0.32775551102204425	64.68072508489153	160	124.56900167522546	248	0.996	437.2640266903576	0.3158634538152611	64.19731190512748	160	126.78683013303214	
161	0.998	340.173154271041	0.27672010688042753	81.08830186295215	161	127.31149877880763	67	1	403.8446006016847	0.30360000000000015	67.15936326206578	161	129.33157304687498	
162	0.998	351.0376363004884	0.30063460253841023	67.70724438757901	162	128.15973470378256	68	0.998	417.3636667810395	0.31302605210420853	65.4068174672397	162	126.64152249812125	
163	0.98	305.69592613425533	0.28571428571428586	74.85887513453362	163	127.1918758541363	66	0.998	402.8416888668082	0.3052104208416835	67.46033906380069	163	129.93323404621745	
164	0.988	341.98684666026753	0.27074898785425106	90.85991436089677	164	121.68071783274294	84	1	405.15355319617237	0.31140000000000023	65.72225755436683	164	128.47961679687498	
165	0.992	351.79799985845966	0.2805779569892474	77.07162278385782	165	123.89166535408266	82	1	431.9281271628637	0.30910000000000015	65.7321292522595	165	127.17766015625001	
166	0.986	364.0525771669056	0.2917849898580122	71.44443702565879	166	128.19836539680526	83	1	386.937006656446	0.2808	74.30812698998153	166	124.76116757812501	
167	0.974	279.06710217178045	0.28518138261464754	72.37500771332267	167	127.23996165939425	65	1	411.8955432943219	0.27566666666666667	83.48249885275328	167	122.434053515625	
168	0.894	240.91840034489073	0.2746085011185682	80.39217484690211	168	121.09680902195191	71	0.998	413.62732095645583	0.2693386773547095	93.43326549859648	168	120.83187681165903	
169	0.998	331.2753103645394	0.28891115564462266	72.89399675555484	169	129.3902296781062	70	0.998	409.88992935963864	0.29211756847027404	71.3810674214105	169	131.94151897545092	
