index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	order_index (sequential)
0	0.986	364.4293317542435	0.3197768762677487	64.555136040691	0	126.56271749809842	0	1	408.83074407257686	0.2926000000000001	71.39218311246952	0	127.73360898437501	
1	0.998	363.5171559680871	0.3038076152304611	66.04512813857431	1	129.96584027429859	11	0.998	409.75529643668995	0.27094188376753514	90.58585228327432	1	122.36186161385271	
2	1	406.8348250636457	0.2743	81.83900184310318	2	122.10818203124998	224	1	410.1049868792406	0.2882000000000001	73.43283961058548	2	126.73387929687499	
3	0.998	361.22773997435957	0.2960921843687375	68.82649164370706	3	128.98849143599702	10	1	411.0489970388264	0.3130000000000001	66.26486342505586	3	133.73424804687505	
4	0.998	423.06061890690086	0.3214762859051438	63.42311224113796	4	125.23810159381263	207	1	408.16326530903166	0.29510000000000003	69.5675576548238	4	133.18455781250003	
5	1	409.86966144397513	0.3053000000000002	67.53585165058485	5	131.43515781249997	206	1	428.155506081413	0.30560000000000015	66.87759111824572	5	129.66685742187497	
6	0.998	413.3189762298039	0.32084168336673363	65.45772331472463	6	128.3183566351453	208	1	427.2773884777706	0.2998666666666667	69.08619742993993	6	123.73408906250002	
7	0.998	331.73780082529305	0.2863727454909821	74.69172123337287	7	128.15424794902304	9	1	409.29927963179347	0.27316666666666667	85.55223280453164	7	122.63669414062501	
8	0.992	282.2833077225449	0.28800403225806454	70.83951268084749	8	130.64357043850805	143	1	409.56749672008556	0.31390000000000007	63.46748731816004	8	129.254531640625	
9	1	361.4283649002914	0.2792000000000001	79.16704268858804	9	127.63909882812497	124	1	404.498017961472	0.30613333333333337	67.2594167251987	9	130.473523828125	
10	1	408.96450188334734	0.2810666666666668	78.50311924876482	10	121.1571109375	225	1	403.746770025187	0.3149000000000001	65.75038585080831	10	133.9103421875	
11	1	342.4422984735046	0.2862333333333334	75.1223050989464	11	128.13975	12	0.998	405.42736431430455	0.2919171676686707	70.72860276234324	11	125.04124068449399	
12	0.988	360.74193076983494	0.28704453441295547	72.40036235774033	12	128.45072787512652	14	0.998	420.6710504143389	0.3010020040080162	68.45845817428409	12	123.94208612537575	
13	0.992	338.42794759583927	0.28296370967741935	77.14087986466038	13	125.05040676978327	13	0.998	403.95045737868304	0.2953907815631263	69.19678992775194	13	125.48492531938876	
14	1	411.45490454535536	0.2761	82.08836823885302	14	121.05575117187499	226	1	403.84460059693816	0.27513333333333345	82.25586675859589	14	122.05421249999999	
15	0.992	360.0464576093866	0.2826612903225807	74.8865174710696	15	126.19152280745966	5	1	401.509676380108	0.28350000000000003	75.65621421879116	15	123.98101953125001	
16	0.998	345.8792541762923	0.2828323313293254	76.41641666233473	16	127.04066727204409	15	1	398.7558816505056	0.2758	83.33700831366058	16	124.29942695312498	
17	0.998	340.54459837664126	0.28216432865731467	75.68717066082941	17	123.82337056926353	8	0.998	403.0043611718797	0.2716432865731463	88.03535162846046	17	122.18264223760018	
18	1	307.33296453597063	0.27996666666666675	76.12449918413769	18	130.72250546875	144	0.998	427.9221336069492	0.301302605210421	67.98201649981183	18	124.02114698146292	
19	1	375.6291788758042	0.2931000000000001	70.542045375438	19	132.60256484374997	7	1	404.23639744407694	0.30606666666666676	67.64396620296206	19	126.201966015625	
20	1	413.46233358063853	0.2814666666666667	75.51427859872622	20	122.55459179687502	227	1	415.62759767453673	0.2946000000000002	69.959593586956	20	122.07807773437503	
21	1	431.03448275732296	0.3184000000000001	64.24654949713793	21	125.15827929687501	209	0.996	430.6468350025353	0.3147590361445785	65.5579040037788	21	124.19832297941767	
22	1	399.80809211597796	0.2948666666666668	69.92388987964233	22	128.671122265625	228	1	409.5674967249676	0.2988000000000002	69.03810021635907	22	128.57700351562502	
23	1	369.8224852073872	0.2902000000000001	73.02848710329305	23	133.63110117187497	6	0.998	403.2323232361166	0.30120240480961935	67.1535385137014	23	126.53928442823145	
