index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	mean_total_iterations (division)	total_iterations_SNR (division)	mean_total_iterations_failing (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	mean_total_iterations (sequential)	total_iterations_SNR (sequential)	mean_total_iterations_failing (sequential)	order_index (sequential)
1	0	0			213				1.06	0	0	0			213				1	
2	0.13	147.55959138420246	0.6666666666666666	154981282.78163993	213	11.403545673076922	3		2	14	0.18	180.90452259274608	0.6296296296296294	24.08333333333295	213	8.597294560185185	3		2	
3	0.84	412.3711339947889	0.523809523809524	43.10321667628585	213	9.170086960565476	4.5476190476190474	72.89833668425123	3	18	0.85	330.7392996137415	0.5252941176470588	44.84538484089727	213	9.766022518382355	4.658823529411765	89.53070342616444	3	
4	0.92	305.1409618559659	0.5446687370600413	41.54692816442088	213	11.719779939829191	6.054347826086956	73.14910645127192	5	8	0.98	337.00137551293136	0.4726919339164236	46.2614746567825	213	9.824778683794948	5.73469387755102	96.68399544242018	4	
6	1	264.9006622500218	0.44280158730158725	63.053527046938584	213	8.892028661334326	7.96	131.63284317291655		61	0.94	231.5270935945322	0.4152017899358323	49.90606466998285	213	9.68665003443199	7.968085106382978	75.27755215145243	7	
8	1	196.5408804990794	0.41593512043512004	40.262075993807294	213	10.908739600026712	10.08	109.29917244832457		7	0.9	192.1434671229679	0.39143338143338124	47.6910595017661	213	10.035950865299826	10.28888888888889	82.73897498626101	9.5	
16	0.99	100.23286422877	0.3696713312296386	42.66569213322162	213	11.714814184731019	18.22222222222222	154.78193083785268	18	6	0.92	102.79329609058884	0.30145133186760587	52.89480514912829	213	9.251875172787338	18.445652173913043	143.5510132857106	17.125	
32	0.98	56.08974358980861	0.2666663202077366	42.96004129819044	213	10.440291209297722	34.16326530612245	265.8414589285874	33	5	1	63.20313487589627	0.22908394873100743	101.18291365346218	213	9.077961888780134	34.12	396.547832196079		
35	0.92	51.0034371883216	0.2563676574832181	23.189374327289713	213	18.446307095842396	38.29347826086956	263.36180647132454	37.125	69	0.98	55.745164960130346	0.2265003787560178	65.53404469622701	213	9.512223053440598	37.275510204081634	325.2776539935236	36.5	
37	0.99	51.699827667149336	0.17921693316430143	84.59755576330568	213	29.952167781315595	38.95959595959596	340.3564255318702	38	77	0.95	50.63156211683676	0.24232109590294817	40.971268914049894	213	9.251773256650093	40.36842105263158	136.03493083243245	41.2	
38	0.99	53.017726128689795	0.1798021002566456	70.26326072590555	213	28.569942773911162	39.696969696969695	475.5989278168577	40	78	0.93	49.8525864379554	0.22485229823939504	93.44138799515885	213	9.034519961716574	42.01075268817204	125.3315719545331	40	
39	0.83	40.489779989304104	0.17623140646208524	77.95528980650403	213	28.10856154911458	44.12048192771084	170.3979900590509	41.1764705882353	68	0.95	49.51527155205689	0.22223863686442416	79.04539100115474	213	9.334518631488143	41.56842105263158	311.54426084444674	40.4	
41	0.97	47.75737285231661	0.28910908071186375	30.43267167493073	213	10.55743531325237	43.896907216494846	197.5669149298466	42	75	0.86	40.29235382317592	0.22828944236461818	48.897181357979605	213	9.27109240422825	45.01162790697674	251.73788940897452	42.857142857142854	
43	0.99	47.40925198739559	0.24661972017429892	41.45702249111377	213	10.515368328812889	45.303030303030305	450.9943163365034	44	74	0.97	45.84120982998621	0.1973973065264948	54.755803571501296	213	16.911714699476207	44.896907216494846	451.89837073121765	44	
45	0.98	41.88034188040439	0.19058078733768424	38.808973006192616	213	25.444467541735953	47.36734693877551	284.5230088934504	47	76	0.98	41.56945917288339	0.16288694015996774	83.64312711516274	213	28.835612761949353	46.95918367346939	470.22512379380714	46.5	
47	0.88	38.001468238439365	0.24674980831493432	35.178954451604085	213	10.357859081566275	51.51136363636363	108.50112283035325	50.75	65	0.92	38.90227916613006	0.16315124963028693	79.53927952621356	213	29.527801280795938	49.43478260869565	287.63257885246827	48.5	
