index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
2	0.99	400.84217345669333	0.26616161616161615
6	0.992	351.9477754915415	0.38387096774193596
8	0.99	352.46368555980985	0.4388888888888895
9	0.982	346.0914922089187	0.4548879837067217
10	0.978	371.77830152759594	0.4768916155419228
11	0.972	346.2771642321903	0.47530864197530953
12	0.966	335.95325867823425	0.4887163561076613
13	0.954	309.3385214005213	0.49308176100628986
14	0.954	341.1529108864013	0.5069182389937112
15	0.922	322.6935461292405	0.5183297180043384
16	0.89	321.9272227452865	0.5271910112359547
17	0.91	314.83531691390334	0.5250549450549449
18	0.878	320.2275877173987	0.563553530751707
19	0.882	304.410851109245	0.5546485260770964
20	0.808	297.45251067536935	0.5686881188118796
21	0.788	283.49402791677414	0.5815989847715719
22	0.74	278.61445782951796	0.5983783783783764
23	0.78	264.78375992796373	0.5948717948717932
24	0.728	256.9351309378085	0.5975274725274703
25	0.704	259.74025973922	0.5960227272727251
26	0.674	244.3977083163429	0.6161721068249234
27	0.658	240.65540194517533	0.6202127659574446
28	0.594	233.12401883740986	0.6276094276094256
29	0.536	201.1407985590932	0.644029850746267
30	0.494	206.22860482518269	0.6402834008097142
31	0.522	208.08419038499036	0.6446360153256685
32	0.438	172.413793103581	0.6466405740378321
33	0.488	190.61010858473287	0.6422131147540964
34	0.36	153.74103177220798	0.6663888888888871
35	0.48	177.59360663021945	0.6479166666666649
36	0.476	180.26206165372915	0.6548319327731075
37	0.434	160.07671879493932	0.660829493087556
38	0.324	142.70613107768847	0.6709876543209857
39	0.308	126.95795548192199	0.6731447124304248
40	0.25	107.0297114478638	0.6759999999999989
41	0.316	119.45263476184398	0.6863924050632896
42	0.24	101.1548512192106	0.6845833333333324
43	0.274	113.48575215333271	0.6890510948905095
44	0.22	95.37847914634943	0.7254545454545447
45	0.18	79.90056818123021	0.7044444444444439
46	0.144	65.52602839506078	0.7326388888888885
47	0.158	67.05143439173874	0.7063291139240503
48	0.182	79.05481713124921	0.7032967032967032
49	0.152	65.25845783939414	0.7177631578947367
50	0.102	47.88282790316504	0.7539215686274511
51	0.194	81.38949488165657	0.7046391752577311
52	0.094	41.57820240642828	0.7489361702127662
53	0.086	40.69272262700791	0.7488372093023261
54	0.06	27.990296697390033	0.7733333333333338
55	0.142	61.333794056355636	0.7464788732394361
56	0.08	34.15592178316388	0.7375000000000005
57	0.116	50.71259945787605	0.7241379310344829
58	0.028	13.653208504016732	0.7535714285714284
59	0.04	17.473353136472575	0.7500000000000002
60	0.038	17.53090976206093	0.7894736842105265
62	0.036	15.988630307210691	0.7666666666666668
63	0.05	21.61134163187234	0.7340000000000002
64	0.044	20.001818347367617	0.6909090909090909
65	0.052	22.654003659466245	0.675
66	0.006	2.8615032430378986	0.8000000000000002
70	0.022	9.304686178345891	0.7818181818181817
74	0.058	26.58842944896183	0.7862068965517245
78	0.054	22.679546409129482	0.7425925925925928
82	0.02	8.980691513192063	0.7999999999999999
90	0.006	2.7530512985305875	0.8000000000000002
94	0	0	
96	0.014	6.489292667110071	0.7999999999999999
97	0.028	12.652507907881338	0.7535714285714287
98	0.044	19.672717517883143	0.7772727272727274
99	0.002	0.8994423457466361	0.8
100	0.026	11.56789464316248	0.8
101	0	0	
102	0.002	0.9218289085572037	0.8
106	0.002	0.9541984732735391	0.8
110	0.006	2.6331958220068863	0.8000000000000002
114	0.018	8.255365987846641	0.7999999999999999
118	0.012	5.388898868391978	0.7999999999999999
122	0.002	0.9732360097218847	0.8
130	0	0	
258	0	0	
