index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)
47	0.986	468.8651656007012	0.2836883029073696	147.01022621746824	47	
48	0.9895	479.21156500478133	0.2815816068721575	149.30385671328344	48	
49	0.9905	459.5434722093173	0.28478041393235715	143.50628933653897	49	
50	0.9455	409.86626785444804	0.27975497972853847	152.31825538780342	50	
51	0.995	452.2830064319261	0.28190954773869314	151.5216394235263	51	
52	0.9895	446.20310245310714	0.27827185447195535	157.64544628164128	52	
53	0.9245	408.754283187776	0.27920497566252017	151.60582213608112	53	
54	0.9925	471.0712421092158	0.28132661628883265	152.00011178010496	54	
55	0.9395	421.57456642206023	0.2870941990420434	136.3570290018341	55	
56	0.9855	456.38733878252117	0.2924065618129541	134.22655425419	56	
57	0.983	479.85160235288646	0.28181586978636813	149.00236247992356	57	
58	0.9835	461.3147587889123	0.283723097780037	144.56648648098871	58	
59	0.95	426.79365649851286	0.2893684210526314	135.033883660336	59	
60	0.9985	475.02378686956905	0.283066266065765	153.1454632426245	60	
61	0.9975	454.0488870681607	0.2804344193817876	154.9502945988757	61	
62	0.925	395.02060512888767	0.27666666666666645	159.01821961332791	62	
63	0.9415	396.1208347357787	0.2815896618870594	148.22191820054428	63	
64	0.9575	430.9083954006712	0.28185378590078314	148.61370690110567	64	
65	0.98	464.33394138961086	0.2833588435374147	147.59000875286637	65	
66	0.996	474.96423462093975	0.2824548192771081	148.6398482811089	66	
67	0.987	472.8143712574636	0.2835612968591689	150.4993844947033	67	
68	0.9795	452.63401109062323	0.2847541262548917	143.8588714013394	68	
69	0.948	432.097358645392	0.27963255977496465	152.32345822741337	69	
70	0.986	464.67788302933945	0.2826318458417849	147.8426124693192	70	
71	0.9695	441.1028709223116	0.2844507478081483	145.20222229157847	71	
72	0.992	470.5659124330131	0.28069556451612887	152.36617302952382	72	
73	0.9965	487.6437484708165	0.282363271450075	150.96025433184053	73	
74	0.9765	453.6269249529662	0.2856886840757806	142.23308149733947	74	
75	0.9915	485.2563318243652	0.27995461422087714	157.72715333754098	75	
76	0.9725	452.5255345385195	0.2770265638389029	160.55853965897347	76	
77	0.9965	495.4383871528556	0.28398561632379976	148.18998840448435	77	
78	0.9055	397.24494943955574	0.2857629302411188	139.82971286107738	78	
79	0.9905	462.7423499182489	0.28394750126198876	141.30880507604473	79	
80	0.982	443.7816341286555	0.2810336048879835	153.48236127117178	80	
81	0.9825	465.6398104265146	0.2843765903307885	147.8747209377716	81	
82	0.995	485.24750060964874	0.280795644891122	155.08166036310882	82	
83	0.9365	411.5217295776892	0.28059263214095026	147.7900935007707	83	
84	0.8885	396.2095875138839	0.28500281373100717	138.2849633491897	84	
85	0.978	449.9551425088014	0.27612474437627793	161.91864306968017	85	
86	0.9745	445.0889492795266	0.27978450487429424	155.09769414555217	86	
87	0.9855	465.64921564924174	0.28084728564180594	151.37062291083922	87	
88	0.9935	467.8156048405866	0.2825952021472905	150.51950880408722	88	
89	0.977	459.32159563713844	0.280126236779256	153.39268885436192	89	
90	0.986	471.38691016877436	0.28543779580797807	147.13567421809248	90	
91	0.9435	399.52573521626465	0.28166401695813437	148.3672768452041	91	
92	0.994	473.807140473861	0.28196680080482883	151.1424713478949	92	
93	0.9695	424.35383975662694	0.2840467594980228	142.20057841000482	93	
94	0.959	451.05001998917123	0.28280326729231825	148.80923910353977	94	
95	0.9595	431.31349456081807	0.28011116901163785	151.49215393907917	95	
96	0.9765	435.80131209000353	0.2785202252944186	157.75884361672772	96	
97	0.981	441.4047560125584	0.28249235474006096	147.9161639111178	97	
98	0.9585	444.55266453315375	0.2800991131977045	150.6627331438259	98	
99	0.954	438.47956979358185	0.28692348008385715	139.99371373778408	99	
100	0.9005	394.62728428065185	0.28553581343697926	139.0327219054864	100	
101	0.987	448.3917862983892	0.283206686930091	148.61764222785206	101	
102	0.9725	446.08045502497976	0.27568123393316174	164.765518383236	102	
103	0.9875	459.49467218833956	0.28528270042194065	145.92399269416137	103	
104	0.991	470.85095262985845	0.2791876892028252	157.35374322548955	104	
105	0.874	373.5042735043246	0.2859458428680395	137.67411229681178	105	
106	0.978	452.86164104465496	0.279447852760736	151.26742421134836	106	
107	0.9535	402.2018813008154	0.28189127774864503	150.04754327437536	107	
108	0.9965	477.1595479794021	0.28348386017728694	149.72427671644698	108	
109	0.9735	443.53828279830304	0.2792501284026706	154.1552144734258	109	
110	0.9845	473.6133160148143	0.2828339258506854	147.53026210892196	110	
111	0.983	450.22557079711726	0.28719905052560174	140.0662174740706	111	
112	0.927	434.77241282275656	0.28357605177993506	146.23173755563636	112	
113	0.9445	438.97564603093673	0.2803070407623078	151.81146694710475	113	
114	0.9805	457.2054743419266	0.2801546829848714	155.05390998053625	114	
115	0.983	480.1797621082095	0.27688199389623575	162.09037751288005	115	
116	0.9985	500.3507716977992	0.28334167918544456	151.68171422045597	116	
117	0.8975	410.77394846441246	0.27728876508820777	153.51644240262	117	
118	0.935	422.3602484472272	0.2830124777183599	146.752553962498	118	
119	0.983	443.38197153871806	0.2895981688708034	138.7342325844156	119	
120	0.973	456.6574365231746	0.2816289825282629	149.33792720877224	120	
121	0.959	421.29771998418704	0.28017900590893274	150.00726218205747	121	
122	0.983	448.00947975292127	0.2790946083418105	155.36072554624187	122	
123	0.975	457.60683359537046	0.27996581196581183	153.03306056233748	123	
124	0.9785	463.73308689362693	0.2796286833588825	155.39351359739968	124	
125	0.983	478.5317885308122	0.2799338758901321	150.826494807499	125	
126	0.9555	405.8358817532889	0.2787807430664572	156.05627568850846	126	
127	0.976	458.31278908687295	0.2817110655737702	152.33661625422783	127	
128	0.937	368.32484915194146	0.27919779437922415	153.7467431427491	128	
129	0.994	473.94268821821424	0.2822769953051642	152.01971471385505	129	
130	0.8975	387.31254720033553	0.27899721448467946	150.31138579373976	130	
131	0.9825	455.6204785754354	0.2897031382527563	134.10504165867005	131	
132	0.9835	455.482227625382	0.2779613624809352	157.40775360240653	132	
133	0.982	462.0524161294522	0.2823659198913778	149.8805122033527	133	
134	0.9665	450.3832801323276	0.28856699430936344	136.7438554288927	134	
135	0.96	442.8861413544388	0.27867187499999974	156.85132711047706	135	
136	0.9675	435.6342023504396	0.28658053402239425	138.9632978899184	136	
137	0.991	444.27508293726135	0.28498150016817997	146.23416257176376	137	
138	0.967	445.5399926280942	0.28135987590486017	149.85917558921113	138	
139	0.9855	468.460331796434	0.2797818366311514	156.101881971607	139	
140	0.977	462.1242579760518	0.28930399181166794	138.81675798234073	140	
141	0.976	472.9254996972066	0.27932889344262285	153.17340443480094	141	
142	0.9935	484.92983526532305	0.2885170273444051	137.75502808660744	142	
143	0.973	455.098222637998	0.2804727646454263	152.69840861384245	143	
144	0.991	444.6039615066063	0.2833753784056507	148.94648869036655	144	
145	0.975	427.6597144549136	0.27976923076923055	154.44582256271377	145	
146	0.9725	426.5537962191281	0.28263924592973416	148.39239394966083	146	
147	0.9425	407.8321073129081	0.28063660477453556	150.8581635477399	147	
148	0.9625	441.1596195714096	0.2872467532467531	138.58028334152323	148	
149	0.9445	435.5143634435002	0.27932768660667007	151.88956316571725	149	
150	0.9705	467.93635486979053	0.28763523956723325	139.8828388644714	150	
151	0.9395	408.97614487202384	0.2794128082313283	151.20578461914505	151	
152	0.993	450.4422771603895	0.2839711312520978	148.53327373211354	152	
153	0.9695	440.6117208625772	0.282147154890837	149.09344042906608	153	
154	0.974	462.29056908258434	0.2791837782340861	154.15625116513357	154	
155	0.9885	472.81945806326	0.2858539875231831	142.66602890770403	155	
156	0.9785	449.0488974552795	0.2861011752682675	142.70965735553528	156	
157	0.9925	473.11469158164647	0.28775818639798456	140.92293165415185	157	
158	0.9925	464.0669565623826	0.28777497900923565	144.28010116410408	158	
159	0.9925	455.3692275928876	0.2837279596977327	150.10079617775924	159	
160	0.958	432.92586483495734	0.2798016701461376	151.68440795383782	160	
161	0.9795	453.36727609349686	0.2855028075548747	140.02395762360817	161	
162	0.956	442.33661075763956	0.28713389121338895	140.91119749218734	162	
163	0.9965	484.16091730640204	0.27709483191169076	162.292792467092	163	
164	0.9165	387.8708366837227	0.27733224222585906	154.66852193728425	164	
165	0.959	429.7461405749389	0.28083941605839396	149.19237710102814	165	
166	0.975	457.3707048199836	0.2834188034188032	145.96621886218065	166	
167	0.9735	452.6538488363934	0.2861325115562402	140.2123409012599	167	
168	0.971	446.9299456872178	0.2825180226570545	145.9385161491603	168	
169	0.961	447.90380089026564	0.2837929240374608	143.7505377055748	169	
170	0.949	407.80370418117377	0.2772831050228309	155.79546217531734	170	
171	0.994	493.94985961687155	0.2800217974513747	155.85378049923125	171	
172	0.9905	467.2500412764913	0.2923271075214534	132.01384918197678	172	
173	0.9705	454.75844618335196	0.28271509531169475	145.7916808095021	173	
174	0.9385	428.1380442965053	0.2855798259634165	140.95792031441204	174	
175	0.9855	472.0392767332924	0.27855572467444595	157.10975452835925	175	
176	0.96	429.3093039376227	0.2807552083333332	151.86298994871186	176	
177	0.9775	467.99444630635793	0.2810656436487637	152.56958090429623	177	
178	0.9915	435.20245802693324	0.28209783156833057	149.9969257389179	178	
179	0.9695	456.5575700495155	0.280462437682654	153.29564131464946	179	
180	0.979	446.5629703964431	0.27959652706843696	152.74569228828756	180	
181	0.978	450.18297314092143	0.2868353783231081	142.34901092142556	181	
182	0.9655	454.8238175993746	0.285413430001726	140.3223296517197	182	
183	0.9975	471.14112979403586	0.27995822890559713	155.82881670192646	183	
184	0.994	473.88620056733777	0.2867873910127429	143.82060016127008	184	
185	0.984	460.9007236703159	0.2823932926829266	150.71970588330075	185	
186	0.9495	426.4157722189487	0.2829647182727749	144.8024675020199	186	
187	0.9925	467.87347381317574	0.28098236775818614	152.37660413179043	187	
188	0.9905	453.48411317641944	0.28571428571428537	146.33183142583653	188	
189	0.9365	382.53374997451687	0.2766862431037548	158.91622680951173	189	
190	0.945	426.540284360142	0.28100529100529076	148.99194044491387	190	
191	0.964	441.4424728105029	0.28220954356846456	149.23058818282428	191	
192	0.9915	444.02149574559894	0.2829214994116655	143.93497741245744	192	
193	0.955	437.86249742103945	0.2847120418848165	143.68562453618938	193	
194	0.9775	454.87331022131764	0.28071611253196904	151.67753996739827	194	
195	0.9855	448.11749727173276	0.2761457804836798	163.30540853075615	195	
196	0.9655	463.06954436448257	0.280856205765579	154.00443152549943	196	
197	0.9445	431.7122223238553	0.27995412034586187	150.57315083347993	197	
198	0.959	450.8697696285849	0.2841240875912408	143.04903397995704	198	
199	0.986	453.16665134663356	0.2800709939148071	150.40731892149572	199	
200	0.955	434.55509294026206	0.2786125654450259	155.47969293178275	200	
201	0.9645	429.4109790303459	0.2797736305512352	154.307863112632	201	
202	0.9765	466.4214749714112	0.279032258064516	155.1846545584726	202	
203	0.9315	418.2663164275742	0.28596349973161556	141.37375393368058	203	
204	0.991	482.61420083757497	0.2806760847628656	155.50391189799075	204	
205	0.9615	433.6159466041264	0.28042121684867377	150.61505224369125	205	
206	0.981	449.7936726272352	0.2806405028882091	153.25958455807404	206	
207	0.995	460.3817235395935	0.28111390284757093	153.4043378371177	207	
208	0.9615	450.5623242736645	0.28211995146472496	146.84543963889283	208	
209	0.997	496.2915028125362	0.28353393513874925	149.6071357286297	209	
210	0.9895	481.0871256320933	0.28460501937005195	145.65856504101922	210	
211	0.973	438.50556582092065	0.28013874614594025	152.29657385390206	211	
212	0.998	493.5219068341808	0.28213092852371385	149.68821722532334	212	
213	0.979	452.54934590677993	0.2776642832822606	159.81748229234137	213	
214	0.991	465.6845468855981	0.2811553985872854	150.73234434736975	214	
215	0.991	479.1374558816716	0.2905903128153377	135.90332080320363	215	
216	0.971	427.32973924524146	0.2793683487813249	154.9963378083279	216	
217	0.982	459.5226953674	0.27940427698574316	155.853231461664	217	
218	0.97	424.84232655915883	0.283762886597938	148.7694214528937	218	
219	0.982	465.98808930653155	0.2821452817379495	148.98377735233353	219	
220	0.9855	466.10069288427894	0.2811516996448501	154.3757587898422	220	
221	0.9915	475.4027617951854	0.2780383257690366	159.53964986918484	221	
222	0.993	473.2176896683529	0.27817220543806637	158.62802052857694	222	
223	0.9675	437.4957606999448	0.27767441860465103	157.40041483961346	223	
224	0.936	429.357798165172	0.28092058404558384	149.67105176192834	224	
225	0.9765	463.5981674460611	0.2830687830687828	149.00494020292388	225	
226	0.968	473.40750703019927	0.2790289256198345	154.905749622143	226	
227	0.94	398.15324664321554	0.279973404255319	151.52594317247696	227	
228	0.9935	482.3166735441683	0.2818738466700216	150.77125564224804	228	
229	0.9505	429.7501978071776	0.2786603541995439	153.89932447916883	229	
230	0.9655	449.1115452599901	0.2793026065941651	153.5840938349321	230	
231	0.99	439.92179168149704	0.28358585858585844	146.768819194155	231	
232	0.9355	418.16597009589833	0.2874398717263492	137.0161017066373	232	
233	0.997	448.3316845040514	0.28621698428619174	142.58124175390253	233	
234	0.888	401.4466546112116	0.2910848348348346	128.1278204151951	234	
235	0.967	459.9833511713895	0.27916235780765236	156.1935051914441	235	
236	0.951	410.35598705500587	0.277725201542236	155.13081978746317	236	
237	0.9895	484.31305369284036	0.28456291056088906	146.2560708066294	237	
238	0.9635	453.1878365984264	0.284215533644698	146.43722470603527	238	
239	0.9695	457.58112094403134	0.27776345195117746	157.27532630579395	239	
240	0.955	439.231919052541	0.2810645724258288	148.60560794014012	240	
241	0.99	455.93755037187196	0.2813552188552185	154.13113968320704	241	
242	0.982	452.3886303957012	0.2800916496945008	156.34566319680027	242	
243	0.9375	421.3577833210099	0.2807466666666664	152.41861043270453	243	
244	0.9465	454.1746641074222	0.2812907201972176	149.7172656478696	244	
245	0.972	441.59738312657066	0.28173868312757183	149.45004499775803	245	
246	0.994	464.594531432622	0.28337525150905407	148.80510035450305	246	
247	0.9495	417.7666314678407	0.28033175355450224	148.32515645323292	247	
248	0.971	432.9795772763689	0.2853759011328525	144.32655330478045	248	
249	0.9655	449.17422656432035	0.2873381667529774	141.30226434814276	249	
250	0.9895	453.1092590897019	0.28141317163550594	151.85710530391898	250	
251	0.994	471.3469426464485	0.2821931589537222	152.27208815230918	251	
252	0.983	467.4163714604616	0.2834350627331297	145.9522820055026	252	
253	0.982	443.1907931851867	0.2821792260692463	150.30557848650886	253	
254	0.9805	451.35452390263043	0.27818289988101286	156.9962179231063	254	
255	0.987	462.71770469517395	0.29105032083755455	138.02943902428657	255	
