index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	mean_total_iterations (division)	total_iterations_SNR (division)	mean_total_iterations_failing (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	mean_total_iterations (sequential)	total_iterations_SNR (sequential)	mean_total_iterations_failing (sequential)	order_index (sequential)
1	0	0			43				1.01	0	0	0			43				1	
8	1	194.77989871452112	0.3434709595959594	66.75281185483414	43	41.908186119002515	9.55	227.96283309649692		7	1	177.39932588294266	0.3227424242424241	63.479022431360555	43	46.91951353377527	9.46	216.39820355076853		
16	1	103.31112144200767	0.27220136738906076	55.38668039135806	43	45.31937685503207	17.59	395.3814468247635		6	1	86.62133483463354	0.29063752825691685	71.1845118351054	43	51.09864645423687	17.795	333.7271319327814		
32	1	58.435107812807104	0.22281016021273373	70.05583738924088	43	46.55599651249857	33.725	707.9222836393535		5	1	56.768187107969474	0.23527361853832435	92.4737962710588	43	47.51690408110451	33.875	674.534215712189		
39	0.99	48.94327030033159	0.21515296823092345	72.58929224493934	43	47.02616234115561	40.94949494949495	698.2040412849734	40	12	1	48.82812500002637	0.2125620017390436	68.35559422012066	43	45.19167679050702	40.75	812.9599467378451		
47	0.995	41.4039905957062	0.22256108836320507	73.8607511422668	43	46.336268183717074	49.08040201005025	791.5842163211023	48	10	1	40.100250626601984	0.20097464760044773	76.13294936371946	43	45.57357488503964	48.83	886.2401858515274		
63	0.995	31.46792327517893	0.2012444858047978	75.96961385904837	43	47.573358108417125	65.09045226130654	975.9875555738154	64	4	1	30.325544722603073	0.19530984734615925	65.2358030214267	43	46.77277798126961	64.795	1095.2689834574974		
125	0.995	16.50315550285282	0.16799462960174424	99.85489977757975	43	47.037113165449014	127.17587939698493	1872.4818723023768	128	3	1	15.93308105954324	0.1735924051404354	85.41981797732933	43	46.31832077995847	126.99	2120.8454103030053		
132	1	15.88410953681612	0.16898941469865536	95.56424127598065	43	46.581785183063296	134.135	1794.116010610824		13	1	15.309715545483556	0.18339741541478424	45.18094277462881	43	45.72309373981979	134.135	1844.8179737579765		
140	1	14.935069784110269	0.16394457144011387	119.64632418569815	43	46.781818379284324	142.26	1960.6662880537506		11	1	14.344012450606064	0.16530430712862532	64.8287525613759	43	45.37518110997663	142.045	1903.1858288065253		
