index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
2	0.164	38.360778443113404	0.4284552845528454
3	0.344	39.23178687103725	0.4928294573643413
4	0.002	0.2943427326779247	0.5
5	0.058	9.245385277520906	0.4844827586206897
6	0.096	14.014189366734106	0.5708333333333336
7	0	0	
8	0.002	0.32123353678123395	0.4
9	0.024	3.0162879549567934	0.5916666666666666
10	0.01	1.2851818532322408	0.6000000000000001
11	0.026	5.494505494505528	0.6115384615384614
12	0.012	1.6234205470927525	0.7250000000000001
13	0.02	2.734033245844265	0.715
14	0.092	15.815712566615014	0.6068322981366461
15	0.048	6.943038157780635	0.6
16	0	0	
17	0	0	
18	0.008	1.3420567018956002	0.65
19	0	0	
20	0	0	
21	0.098	13.666155347929491	0.6387755102040822
22	0.068	14.7415886229626	0.6529411764705886
23	0.032	3.3498733329145973	0.60625
24	0	0	
25	0	0	
26	0.052	8.380338436744658	0.6791208791208792
27	0.074	11.969848921096535	0.7000000000000004
28	0.014	2.7591643673629878	0.7428571428571429
29	0.004	0.5160757599215688	0.8
30	0	0	
31	0	0	
32	0.004	0.8184980560670876	0.8
33	0.004	0.7401102764311476	0.8
34	0	0	
35	0	0	
36	0	0	
37	0	0	
38	0	0	
39	0	0	
40	0	0	
41	0	0	
42	0	0	
43	0	0	
44	0	0	
45	0	0	
46	0	0	
47	0	0	
48	0	0	
49	0	0	
50	0	0	
51	0	0	
52	0	0	
53	0	0	
54	0	0	
55	0	0	
56	0	0	
57	0	0	
58	0	0	
59	0	0	
60	0	0	
61	0	0	
62	0	0	
63	0	0	
64	0	0	
65	0	0	
66	0	0	
67	0	0	
68	0	0	
69	0	0	
70	0	0	
71	0	0	
72	0	0	
73	0	0	
74	0	0	
75	0	0	
76	0	0	
78	0	0	
82	0	0	
98	0	0	
130	0	0	
258	0	0	
