index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	order_index (sequential)
0	0	0			117		0	0	0			117		
1500	0	0			117		5	0.12	0.03864940927598724	0.9456613581307397	57.68888423350385	117	34.59536765094722	
1875	0	0			117		19	0.2	0.041621056925120845	0.9060750894445342	56.6027723403429	117	46.29969648687069	
2062	0.04	0.009860790293038126	0.8610474631751228	19.47690458545911	117	8.351524069294005	20	0.3	0.04159994497714004	0.9278939034753606	77.19580357507374	117	39.563913366841525	
2250	0.1	0.019280572432483403	0.9474793020003585	158.51169820555947	117	8.089877472630722	6	0.48	0.05920679180844563	0.9281030199982152	140.41763599987718	117	32.85273507091852	
2437	0.14	0.023183598200422543	0.9115493053105237	42.45390309938356	117	8.12009785709929	12	0.62	0.06917646313240386	0.9027625486963087	89.05272639046915	117	19.540196680697	
2484	0.22	0.029124375646197298	0.9180624806290543	88.17773403388723	117	8.413311574396186	18	0.5	0.05247339651270239	0.9081291914477434	85.36716243065705	117	18.61840150630633	
2531	0.28	0.039842530934167716	0.902920872507935	59.240991882598976	117	8.404584679494842	15	0.58	0.06879554888054247	0.8982759532217128	87.54227704630189	117	19.429778146305416	
2625	0.32	0.0479851917698182	0.9065345353945843	80.69070647879417	117	8.142405546157232	8	0.68	0.0734293198522866	0.9051365223562696	85.86077450614103	117	24.468405432942177	
3000	0.36	0.0629995338034488	0.8799192380409935	54.5662819567978	117	7.862072502130961	2	0.76	0.07128591919253344	0.8603813497362225	80.82099935512456	117	23.03385237006641	
3187	0.44	0.050683408164313756	0.8867736370185134	84.37213099725159	117	8.180206618242506	11	0.84	0.07450775652355358	0.8674573671248266	92.03863445081451	117	24.894920404611682	
3281	0.52	0.055242643751452276	0.879861282566282	80.87619317327106	117	8.271798366056528	16	0.92	0.09216296255038359	0.8631292258611221	85.20161787205039	117	23.976070226784483	
3375	0.62	0.07133000782098918	0.8926541804266092	103.86935784578273	117	8.196271853236368	10	0.84	0.07922529731650838	0.8641626975578983	83.21818618863932	117	19.736011016011556	
3750	0.6	0.07786546871508335	0.8771480421195906	83.48529826547207	117	8.183316664241405	9	0.88	0.08082601245602397	0.8443422482631412	75.71376939948023	117	18.80385396896831	
4500	0.6	0.08248794644882339	0.6452593058384971	34.389277702094674	117	8.489153568436206	3	0.98	0.12415942171102137	0.7793919018297926	57.533486763058995	117	18.651284816834767	
4546	0.88	0.10993794003285176	0.7881048966084461	43.15431399597382	117	9.138238194148418	24	0.98	0.1150302517824401	0.7844515235714993	65.51830780741649	117	17.100695068669186	
4593	0.94	0.10817536469483036	0.779344956639902	53.40970901392172	117	9.257088379606362	23	0.98	0.11061562335063962	0.7968100911192555	60.751989838702414	117	16.56813955460133	
4687	1	0.10959896205398904	0.7889343835148901	57.77520346044594	117	9.19134454933584	22	1	0.11295922443100141	0.7553142379752803	78.14401829198049	117	17.455695262793682	
4875	0.92	0.11018555247036069	0.7510205612344414	46.85593116216035	117	9.24053179120114	21	0.98	0.10935959689606274	0.7493778230952429	60.79256900555276	117	15.923498436525483	
5250	0.7	0.07376811982134522	0.5680778730713604	23.093138768076322	117	8.385381302216235	4	1	0.10354365742290747	0.7062262739964439	58.3716500973339	117	14.128708577614104	
5625	0.78	0.055287278368894306	0.5595590554599728	26.340042489476765	117	8.680038510839475	7	1	0.08859181886445679	0.6795444312576023	57.12415602582192	117	11.937694297450388	
5812	0.78	0.055789330333489005	0.5273090066056849	28.818334998713812	117	8.75841872839555	13	1	0.09407700579232059	0.6634867972132258	55.25659215854554	117	10.075000974107352	
5859	0.88	0.0588061941633507	0.5632450012545029	27.18585235466706	117	8.97893006625837	17	1	0.08454040118140149	0.6581261056856225	55.61281246013497	117	11.924347202885025	
5906	0.96	0.058944032395640215	0.556886539642599	27.42805679140807	117	8.935067220688817	14	1	0.08807879881657268	0.6300812986445643	47.548034857822515	117	10.719799155236117	
6000	1	0.09763798101839624	0.6808711206501137	36.253518102018376	117	8.446679519213065	1	0.98	0.055676440343830194	0.5869213738650457	28.331803707926408	117	9.059549689016752	
