index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)
2566	0	0		
2578	0	0		
2589	0	0		
2601	0	0		
2613	0	0		
2625	0.001	0.6327512022277177	0.5	
2636	0	0		
2648	0	0		
2659	0	0		
2671	0	0		
2682	0	0		
2694	0	0		
2706	0	0		
2718	0	0		
2729	0	0		
2741	0	0		
2753	0	0		
2765	0	0		
2776	0	0		
2788	0	0		
2800	0	0		
2812	0	0		
2823	0	0		
2835	0	0		
2847	0	0		
2859	0	0		
2870	0	0		
2882	0	0		
2894	0	0		
2906	0	0		
2917	0	0		
2929	0	0		
2941	0	0		
2953	0	0		
2964	0	0		
2976	0	0		
2988	0	0		
3000	0	0		
3011	0	0		
3023	0	0		
3034	0	0		
3046	0	0		
3057	0	0		
3069	0	0		
3081	0	0		
3093	0	0		
3104	0	0		
3116	0	0		
3128	0	0		
3140	0	0		
3151	0	0		
3163	0	0		
3175	0	0		
3187	0	0		
3198	0	0		
3210	0	0		
3222	0	0		
3234	0	0		
3245	0	0		
3257	0	0		
3269	0	0		
3281	0	0		
3292	0	0		
3304	0	0		
3316	0	0		
3328	0	0		
3339	0	0		
3351	0	0		
3363	0	0		
3375	0	0		
3386	0	0		
3398	0	0		
3409	0	0		
3421	0	0		
3432	0	0		
3444	0	0		
3456	0	0		
3468	0	0		
3479	0	0		
3491	0	0		
3503	0	0		
3515	0	0		
3526	0	0		
3538	0	0		
3550	0	0		
3562	0	0		
3573	0	0		
3585	0	0		
3597	0	0		
3609	0	0		
3620	0	0		
3632	0	0		
3644	0	0		
3656	0	0		
3667	0	0		
3679	0	0		
3691	0	0		
3703	0	0		
3714	0	0		
3726	0	0		
3738	0	0		
3750	0	0		
3761	0	0		
3773	0	0		
3784	0	0		
3796	0	0		
3807	0	0		
3819	0	0		
3831	0	0		
3843	0	0		
3854	0	0		
3866	0	0		
3878	0	0		
3890	0	0		
3901	0	0		
3913	0	0		
3925	0	0		
3937	0	0		
3948	0	0		
3960	0	0		
3972	0	0		
3984	0	0		
3995	0	0		
4007	0	0		
4019	0	0		
4031	0	0		
4042	0	0		
4054	0	0		
4066	0	0		
4078	0	0		
4089	0	0		
4101	0	0		
4113	0	0		
4125	0	0		
4136	0	0		
4148	0	0		
4159	0	0		
4171	0	0		
4182	0.003	1.3734377145991745	0.6333333333333333	5.863527298559494
4194	0	0		
4206	0	0		
4218	0	0		
4229	0	0		
4241	0	0		
4253	0	0		
4265	0	0		
4276	0	0		
4288	0	0		
4300	0	0		
4312	0	0		
4323	0	0		
4335	0	0		
4347	0	0		
4359	0	0		
4370	0	0		
4382	0	0		
4394	0	0		
4406	0	0		
4417	0	0		
4429	0	0		
4441	0	0		
4453	0	0		
4464	0	0		
4476	0	0		
4488	0	0		
4500	0	0		
4511	0.008	3.603928281829006	0.5125	21.157920708227714
4523	0	0		
4534	0	0		
4546	0	0		
4557	0	0		
4569	0	0		
4581	0	0		
4593	0	0		
4604	0	0		
4616	0	0		
4628	0	0		
4640	0	0		
4651	0	0		
4663	0	0		
4675	0	0		
4687	0	0		
4698	0	0		
4710	0	0		
4722	0	0		
4734	0	0		
4745	0	0		
4757	0	0		
4769	0	0		
4781	0	0		
4792	0	0		
4804	0	0		
4816	0	0		
4828	0	0		
4839	0	0		
4851	0	0		
4863	0	0		
4875	0	0		
4886	0	0		
4898	0	0		
4909	0	0		
4921	0	0		
4932	0	0		
4944	0	0		
4956	0	0		
4968	0	0		
4979	0	0		
4991	0	0		
5003	0	0		
5015	0	0		
5026	0	0		
5038	0	0		
5050	0	0		
5062	0	0		
5073	0	0		
5085	0	0		
5097	0	0		
5109	0	0		
5120	0	0		
5132	0	0		
5144	0	0		
5156	0	0		
5167	0	0		
5179	0	0		
5191	0	0		
5203	0	0		
5214	0	0		
5226	0	0		
5238	0	0		
5250	0	0		
5261	0	0		
5273	0	0		
5284	0	0		
5296	0	0		
5307	0	0		
5319	0	0		
5331	0	0		
5343	0	0		
5354	0	0		
5366	0	0		
5378	0	0		
5390	0	0		
5401	0	0		
5413	0	0		
5425	0	0		
5437	0	0		
5460	0	0		
5472	0	0		
5484	0	0		
5507	0	0		
5519	0	0		
5531	0	0		
5554	0	0		
5566	0	0		
5578	0	0		
5601	0	0		
5613	0	0		
5625	0	0		
5648	0	0		
5671	0	0		
5694	0	0		
5706	0	0		
5718	0	0		
5741	0	0		
5753	0	0		
5765	0	0		
5788	0	0		
5800	0	0		
5812	0	0		
5835	0	0		
5847	0	0		
5859	0	0		
5882	0	0		
5894	0	0		
5906	0	0		
5929	0	0		
5941	0	0		
5953	0	0		
5976	0	0		
5988	0	0		
6000	0	0		
