index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
1	0	0	
2	0.878	135.30173210873548	0.3378891419893694
3	0.906	97.99255862249618	0.2548933038999264
4	0.938	85.20765960540199	0.20767590618337062
5	0.932	67.5137273082915	0.17804516656448022
6	0.93	57.632958615811305	0.15576036866359513
7	0.962	51.57015578260951	0.14030789030789032
9	0.958	39.629353851240936	0.11944708040741533
13	0.97	29.14085547938242	0.09803632793323531
17	0.98	22.149295290789794	0.08677571905955432
33	0.986	10.905631995752747	0.06003534781052384
65	0.98	5.6621477335231445	0.0399978830249355
66	0.994	5.559259242688045	0.03915660809572597
67	0.994	5.561679246655497	0.0393113090262907
69	0.996	5.591327828083466	0.0390954145098118
73	0.998	4.954978213983567	0.037805785696898686
81	0.994	4.369714799177759	0.03676440761790136
97	1	3.893498791457966	0.032818791686506414
129	1	2.853112631756745	0.028274111268012277
257	1	1.4778815808958332	0.02065148616651412
