index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)
0	0	0		
1250	0	0		
1406	0.011	4.139072847678575	0.3318181818181818	8.985678841491286
1484	0.004	1.4614541468756133	0.4375	6.062177826491071
1523	0	0		
1542	0	0		
1544	0	0		
1545	0	0		
1546	0.362	103.91250681755238	0.38024861878453053	59.45100459730461
1547	0.417	175.475509173465	0.37905675459632326	62.036633106060776
1548	0.019	7.819895460342988	0.418421052631579	12.896602979895635
1549	0.161	58.05776928342816	0.3776397515527949	38.41082934386334
1550	0.033	12.552301255226235	0.3575757575757576	16.59183253619588
1551	0.031	8.206268530281047	0.42419354838709683	18.879380305545713
1552	0.317	108.98714158018505	0.4017350157728708	57.9042218767783
1553	0.026	7.903696498054321	0.42115384615384605	15.509354935541873
1554	0.025	6.678242286629276	0.434	14.677703503715096
1557	0.028	12.35930258220413	0.38571428571428573	14.314770912630335
1562	0.1	42.50435669657118	0.39099999999999985	30.255259179945725
1875	0.09	36.66286459182724	0.401111111111111	32.79562301990878
2500	0.15	57.912821898740276	0.5219999999999998	53.07625806478123
3750	0.164	56.936536592103856	0.4810975609756098	44.24055558054808
4375	0.197	61.21434342180109	0.4733502538071068	58.52992573872417
4687	0.211	42.65297459012458	0.45260663507109017	51.42532704167652
4843	0.136	35.27062423815947	0.4340686274509803	38.47751916771064
4921	0.057	14.575023013202301	0.4289473684210526	23.671670617670053
4960	0.128	20.008128302128945	0.44648437499999993	37.79463469320211
4980	0.2	34.89487917647057	0.41800000000000004	45.54790614965123
4990	0.34	54.38955720499552	0.43264705882352983	63.513088367436566
4991	0.179	39.24750043852567	0.44581005586592176	49.74859189102539
4992	0.044	10.128680278994272	0.46477272727272717	30.91534424813712
4995	0.033	8.177627992267078	0.41363636363636364	19.27927295218895
4997	0.088	16.384285980255772	0.5130681818181819	39.112016315980696
4998	0.148	27.8987351316559	0.4033783783783783	39.41466607734733
4999	0.102	17.904474363241885	0.45588235294117646	40.595156880478704
5000	0.395	95.6462782700778	0.4775949367088613	80.20625403954601
5156	0.027	5.246997551399048	0.3907407407407408	13.573637099907595
5312	0.265	64.60263286197774	0.43335130278526535	56.08657336607848
5331	0.274	54.317659186436835	0.49251824817518275	63.193431043449735
5351	0.128	32.56583131918241	0.43593749999999987	34.77488790211501
5390	0.119	32.38007129057374	0.47352941176470564	41.54278053514926
5468	0.107	24.537907627390855	0.4294392523364486	34.16937300834301
5625	0.117	24.505183788862134	0.45982905982905975	44.126560733983936
5937	0.126	26.76238822455014	0.424206349206349	38.842090544511244
6250	0.323	57.66312594839979	0.4311145510835916	60.21506238597262
6406	0.238	40.40541228800498	0.44138655462184867	50.683976144678695
6562	0.097	18.15935300284646	0.4609965635738832	33.71803301861857
6875	0.064	13.892205170497583	0.47421874999999997	37.492617967655825
7500	0.016	3.312835165743879	0.465625	14.938558044212796
10000	0.127	17.43332097901439	0.4535433070866141	36.028165104769045
