index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)
1828	0.056	65.16174074927	0.43571428571428567	29.30829689335025
1839	0.255	201.29460056816424	0.4343137254901962	64.04125632788123
1851	0	0		
1863	0.3	228.50178993054698	0.4350000000000004	68.86181327310707
1875	0.179	135.82214128518987	0.4432960893854748	58.298377119054415
1886	0.278	224.3382827630761	0.4399280575539572	68.80470151248042
1898	0	0		
1909	0.013	12.080661648564233	0.43076923076923074	16.130839277591228
1921	0	0		
1932	0.003	3.5838012184895236	0.43333333333333335	10.614455552060404
1944	0	0		
1956	0	0		
1968	0.049	42.553191489363854	0.41836734693877553	23.289891901822546
1979	0	0		
1991	0	0		
2003	0.035	27.674547323482038	0.44000000000000006	24.62739127646311
2015	0	0		
2026	0.067	57.34337555620663	0.4179104477611939	30.21150900033463
2038	0.056	47.8673390887791	0.4089285714285714	24.98181954685172
2050	0	0		
2062	0	0		
2073	0.016	11.409013120372475	0.4625	20.683628791873073
2085	0	0		
2097	0.126	80.1577708504253	0.3999999999999999	36.563621206356444
2109	0	0		
2120	0.278	181.14289437672917	0.402697841726619	55.77032853038852
2132	0	0		
2144	0	0		
2156	0.018	14.982520392853274	0.413888888888889	15.389718898235417
2167	0.13	107.88381742755526	0.38884615384615373	37.066755882007115
2179	0.119	98.54256376270904	0.4067226890756302	31.177471061142153
2191	0	0		
2203	0	0		
2214	0.301	185.99765185666743	0.3963455149501664	56.45473976752506
2226	0	0		
2238	0.242	157.15306188715692	0.3826446280991737	45.783017068160426
2250	0	0		
2261	0	0		
2273	0.079	51.91903259726286	0.40189873417721517	25.924213858318616
2284	0.444	262.1944017951833	0.36722972972973006	60.39515814680655
2296	0	0		
2307	0	0		
2319	0	0		
2331	0	0		
2343	0.063	44.19811982601122	0.36746031746031743	21.42448813473343
2354	0	0		
2366	0	0		
2378	0.145	100.89764108254154	0.4089655172413791	38.67765781264246
2390	0	0		
2401	0	0		
2413	0	0		
2425	0	0		
2437	0.023	15.647322947138703	0.42608695652173917	14.562582146002406
2448	0	0		
2460	0	0		
2472	0.013	8.390886206680666	0.45769230769230773	20.873980859507267
2484	0	0		
2495	0	0		
2507	0	0		
2519	0	0		
2531	0.098	82.10455764059012	0.3994897959183672	30.804138409939114
2542	0	0		
2554	0	0		
2566	0.092	61.69527896993974	0.45326086956521744	32.567505486641515
2578	0	0		
2589	0.185	119.05528026264366	0.42486486486486486	45.24298566306134
2601	0	0		
2613	0	0		
2625	0	0		
2636	0.076	50.83612040137342	0.3868421052631579	24.72594689599222
2648	0.071	47.65740367836694	0.397887323943662	25.616262820985796
2659	0	0		
2671	0	0		
2682	0	0		
2694	0	0		
2706	0.016	10.799865001701056	0.39375000000000004	12.199897540553376
2718	0	0		
2729	0.033	22.37439826427286	0.3772727272727273	17.238759386186292
2741	0.166	91.69244365893833	0.3746987951807227	39.63050462327819
2753	0.001	0.6688068485832178	0.25	
2765	0	0		
2776	0	0		
2788	0.202	130.6428663823479	0.37178217821782183	43.700275670268425
2800	0.089	58.552631578931674	0.41011235955056163	29.216127649043717
2812	0	0		
2823	0	0		
2835	0.018	12.567199609016983	0.44722222222222224	14.30770099284704
2847	0	0		
2859	0.074	47.034894807092854	0.39932432432432435	27.154044413876278
2870	0	0		
2882	0.023	12.981881808450833	0.33913043478260874	13.193560927635538
2894	0	0		
2906	0	0		
2917	0.241	153.09363486188502	0.3825726141078839	45.335417150922986
2929	0.04	26.936026936016376	0.36750000000000005	18.856104369764765
2941	0.037	20.903954802254386	0.4040540540540541	15.533486422398278
2953	0	0		
2964	0	0		
2976	0.105	59.07837731397122	0.36904761904761907	29.03896496330485
2988	0	0		
3000	0	0		
3011	0.194	104.5878484014116	0.3716494845360824	42.911335835140555
3023	0	0		
3034	0	0		
3046	0	0		
3057	0	0		
3069	0	0		
3081	0	0		
3093	0	0		
3104	0.311	166.91713181625516	0.3778135048231515	55.10846315469504
3116	0	0		
3128	0	0		
3140	0	0		
3151	0.001	0.5564210994878187	0.25	
3163	0.06	33.472803347220555	0.3875	25.276322421821682
3175	0.015	10.639052415074385	0.42000000000000004	14.096221063670317
3187	0	0		
3198	0.055	29.931972789151676	0.3863636363636363	21.725026837149525
3210	0.139	75.09860068069936	0.38884892086330924	34.35151256112022
3222	0.2	105.09169250173474	0.40175000000000005	47.13543530437352
3234	0	0		
3245	0.223	123.90265585060278	0.40964125560538134	48.220165050009015
3257	0.001	0.6856359273222633	0.75	
3269	0	0		
3281	0	0		
3292	0.026	14.47661469931496	0.4019230769230769	16.69116122235934
3304	0.144	79.18614242502238	0.3881944444444443	38.17133044748995
3316	0.082	44.41796219059106	0.4329268292682926	34.3679640209904
3328	0	0		
3339	0.545	231.49131376638695	0.44256880733945003	83.330501004349
3351	0	0		
3363	0	0		
3375	0	0		
3386	0	0		
3398	0	0		
3409	0	0		
3421	0.083	45.00108436343547	0.44216867469879506	37.448731972987886
3432	0	0		
3444	0	0		
3456	0	0		
3468	0	0		
3479	0	0		
3491	0.001	0.5702554744525434	0.5	
3503	0	0		
3515	0.027	15.303519809565387	0.4074074074074074	16.087866065960995
3526	0	0		
3538	0	0		
3550	0.132	71.9071743749088	0.465530303030303	41.488310180338125
3562	0	0		
3573	0	0		
3585	0.099	56.13836121346624	0.4550505050505048	36.0237577120955
3597	0	0		
3609	0	0		
3620	0	0		
3632	0	0		
3644	0	0		
3656	0	0		
3667	0.004	1.9247425656819372	0.4	3.893314107138304
3679	0.082	46.236255990902414	0.42012195121951224	30.324664265461
3691	0	0		
3703	0	0		
3714	0	0		
3726	0	0		
3738	0	0		
3750	0.082	38.617311858333096	0.421341463414634	30.7085236747636
3761	0	0		
3773	0.125	59.5833929167074	0.4611999999999999	45.08060953449141
3784	0	0		
3796	0	0		
3807	0	0		
3819	0.023	12.843421934339457	0.43043478260869567	14.634598559924992
3831	0	0		
3843	0	0		
3854	0	0		
3866	0	0		
3878	0.001	0.5305039787792512	0.25	
3890	0	0		
3901	0	0		
3913	0	0		
3925	0	0		
3937	0.181	83.23752586797775	0.45524861878453043	50.99173808960912
3948	0	0		
3960	0.001	0.48447265151891605	0.5	
3972	0.001	0.4889736443207228	0.6	
3984	0.116	55.86592178766267	0.44310344827586196	49.86000668603933
3995	0	0		
4007	0.112	53.17886140257028	0.4915178571428571	45.63299943030046
4019	0.11	52.53605884032631	0.473181818181818	53.81976948625433
4031	0.164	66.64499349802924	0.49207317073170714	51.35107174446932
4042	0	0		
4054	0	0		
4066	0	0		
4078	0	0		
4089	0.063	29.787234042582703	0.4325396825396825	24.42199569195668
4101	0.022	10.466222645105121	0.4295454545454546	17.92316588102747
4113	0	0		
4125	0	0		
4136	0	0		
4148	0	0		
4159	0	0		
4171	0	0		
4182	0	0		
4194	0.104	49.03809883061676	0.41041666666666643	31.372200631479267
4206	0	0		
4218	0	0		
4229	0.097	46.580868228900954	0.5056701030927834	53.30419062866849
4241	0	0		
4253	0.069	32.59483206579919	0.49492753623188396	45.557905497246075
4265	0	0		
4276	0	0		
4288	0	0		
4300	0	0		
4312	0	0		
4323	0.001	0.42331625957740726	0.5	
4335	0.099	41.29645851588365	0.47676767676767673	43.540010312340435
4347	0.127	60.19527917342819	0.46299212598425177	47.22347259738134
4359	0.107	51.84359707347618	0.4654205607476633	38.67676752018894
4370	0.001	0.47734975416485803	0.5	
4382	0	0		
4394	0	0		
4406	0	0		
4417	0.103	49.588368398193914	0.4723300970873786	41.33267081514383
4429	0.079	32.593448304309426	0.4189873417721518	30.06596534512512
4441	0.044	18.2512029201811	0.484090909090909	21.774825544987426
4453	0	0		
4464	0	0		
4476	0	0		
4488	0.07	32.71028037384245	0.48500000000000004	35.739867826656806
4500	0	0		
4511	0.09	42.747221430599446	0.5027777777777778	41.785075062130495
4523	0	0		
4534	0	0		
4546	0	0		
4557	0.097	40.18559946968208	0.4721649484536081	47.1335786986198
4569	0	0		
4581	0	0		
4593	0	0		
4604	0	0		
4616	0	0		
4628	0	0		
4640	0.029	14.006955177740123	0.4793103448275862	19.319121830335018
4651	0	0		
4663	0	0		
4675	0	0		
4687	0	0		
4698	0	0		
4710	0.012	4.9554013875093395	0.42361111111111116	8.963414018311823
4722	0.001	0.42889003259540054	0.4	
4734	0.191	78.39757008574686	0.47460732984293197	66.85446931148552
4745	0.002	0.8480685239367801	0.375	2.1213203435596424
4757	0	0		
4769	0	0		
4781	0	0		
4804	0	0		
4816	0.096	39.8323721007277	0.4510416666666666	34.08992468482808
4828	0	0		
4839	0.094	34.70171293561366	0.46117021276595715	40.155487984142646
4851	0.029	11.909161841408626	0.45517241379310347	24.011646184555897
4863	0.092	37.82117163413756	0.4543478260869562	39.363231041429266
4875	0	0		
4898	0	0		
4909	0.058	23.209283713487018	0.3681034482758621	22.77828509690131
4921	0.036	15.02755050926823	0.4625000000000001	25.53490734272507
4932	0	0		
4944	0	0		
4956	0	0		
4968	0	0		
4979	0	0		
4991	0.023	9.68421052631579	0.4826086956521739	22.233559414898302
5003	0	0		
5015	0	0		
5038	0	0		
5050	0.001	0.4226185445016631	0.4	
5062	0.113	41.10735203168705	0.5101769911504423	47.43901327496439
5073	0	0		
5085	0	0		
5097	0.059	24.59768198115114	0.5288135593220339	36.7638231404777
5109	0.134	55.51412710244607	0.48432835820895503	54.49785598912256
5120	0	0		
5132	0	0		
5144	0	0		
5156	0.062	25.76462765957609	0.41612903225806447	27.39011717490566
5167	0	0		
5179	0	0		
5191	0	0		
5203	0	0		
5226	0	0		
5238	0.044	16.17230859704213	0.46363636363636346	23.30474465980999
5250	0	0		
5261	0	0		
5273	0.014	5.859456744655986	0.4928571428571429	24.34123213269724
5284	0	0		
5296	0	0		
5319	0	0		
5331	0.043	15.921208530812962	0.4476744186046512	20.894472577166113
5343	0	0		
5354	0	0		
5366	0.076	28.18677446872077	0.4927631578947367	30.291598678887027
5378	0.012	4.480788618795194	0.3791666666666667	10.516469791015538
5390	0	0		
5413	0	0		
5425	0	0		
5437	0	0		
5448	0	0		
5460	0.029	10.85735679519927	0.4224137931034483	13.959014504087913
5472	0	0		
5484	0	0		
5507	0	0		
5519	0	0		
5531	0	0		
5542	0	0		
5554	0.02	7.204351428265148	0.48166666666666663	14.10361656682024
5566	0.082	27.705510693656176	0.45914634146341454	25.50887262009531
5578	0	0		
5601	0	0		
5613	0	0		
5625	0	0		
5648	0	0		
5659	0.001	0.3387419125365737	0.5	
5671	0.065	24.096385542183235	0.4476923076923076	25.503715718172707
5682	0	0		
5694	0	0		
5706	0.079	29.044117647046395	0.49240506329113914	32.9288778800081
5718	0	0		
5741	0	0		
5753	0	0		
5765	0	0		
5776	0	0		
5788	0.067	24.488304093559957	0.46044776119402986	32.71883136418443
5800	0	0		
5812	0	0		
5835	0	0		
5847	0	0		
5859	0	0		
5870	0	0		
5882	0.001	0.33655302392880926	0.5	
5894	0	0		
5906	0	0		
5929	0	0		
5941	0	0		
5953	0	0		
5976	0	0		
5988	0	0		
6000	0.018	6.868393940551577	0.43611111111111117	16.831162700743675
