index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
1	0	0	
2	0	0	
3	0	0	
4	0	0	
5	0	0	
6	0	0	
7	0	0	
8	0	0	
9	0	0	
10	0	0	
11	0	0	
12	0	0	
13	0	0	
14	0	0	
15	0	0	
16	0	0	
17	0	0	
18	0	0	
19	0	0	
20	0	0	
21	0.002	2.1848372296310608	0.6
22	0.002	2.3596035866555276	0.8
23	0	0	
24	0	0	
25	0	0	
26	0	0	
27	0	0	
28	0	0	
29	0	0	
30	0.002	2.303616678269509	0.6
31	0.002	2.8344671200014533	0.8
32	0	0	
33	0	0	
34	0.01	13.175230567197742	0.7600000000000001
35	0	0	
36	0	0	
37	0.002	2.3020257826978967	0.8
38	0	0	
39	0	0	
40	0	0	
41	0	0	
42	0.002	2.3501762631528695	0.8
43	0	0	
44	0	0	
45	0	0	
46	0	0	
47	0	0	
48	0	0	
49	0	0	
50	0	0	
51	0	0	
52	0	0	
53	0	0	
54	0	0	
55	0	0	
56	0	0	
57	0	0	
58	0	0	
59	0	0	
60	0	0	
61	0	0	
62	0	0	
63	0	0	
64	0	0	
65	0	0	
66	0	0	
67	0	0	
68	0	0	
69	0	0	
70	0	0	
71	0	0	
72	0	0	
73	0	0	
74	0	0	
75	0	0	
76	0	0	
80	0	0	
96	0	0	
128	0	0	
256	0	0	
