index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
1	0	0	
2	0.854	463.073419370773	0.3996877439500396
3	0.994	448.67743974275567	0.357545271629779
4	0.998	349.8317442520842	0.3227693482202518
5	0.99	278.29313543672845	0.2965247715247716
6	0.998	256.8457895795471	0.2824100582116626
7	1	219.59682023832138	0.2559222222222224
8	1	190.47619047619045	0.2399131313131329
9	1	179.20504641327855	0.22430909090909185
10	1	180.62278736952084	0.22308484848484877
11	1	154.73648376747164	0.20820479520479568
12	1	147.78907543105794	0.20247985347985412
13	1	136.76522880884968	0.19662554945054833
14	1	127.36257578082171	0.19536323529411903
15	1	117.63875491102363	0.18402647058823532
16	1	111.80929806112431	0.1799583763329896
17	1	109.58423740306377	0.1788654970760241
18	1	101.22482032578647	0.1684919799498754
19	1	96.2315716542732	0.17002671798072308
20	1	92.63891204842028	0.16509841897233204
21	1	88.24100382947755	0.15277569169960462
22	1	85.47008547000043	0.1638900527009228
23	1	79.68381462376821	0.15135333333333328
24	1	79.71557482923438	0.1557046153846153
25	1	74.19938859691132	0.14146275946275919
26	1	74.25889621590069	0.1377729499108813
27	1	70.05842872944024	0.14369594964422566
28	1	68.14960200614651	0.14150246305418757
29	1	65.29205134549726	0.14370537634408614
30	1	62.3355898818148	0.12796263440860267
31	1	63.35609929177676	0.13245992539244444
32	1	59.33168786802236	0.14070164884135566
33	1	60.35148706068493	0.12964793311263875
34	1	58.61595995355152	0.132097168597169
35	1	57.43825387716663	0.13128571428571456
36	1	55.81727656341842	0.13023447131341848
37	1	55.650160828959315	0.1244442645074225
38	1	52.40046531607114	0.14202750567789102
39	1	51.89305878435567	0.1262337219690882
40	1	51.219012497502575	0.13467878259951407
41	1	49.59382656037515	0.11660243632336677
42	1	48.53190973069177	0.11962045370650033
43	1	47.626758618032184	0.14057957430727935
44	1	46.69188028198444	0.13036184602734144
45	1	45.64042646415865	0.13125123342584047
46	1	44.38526409238098	0.13769639817629098
47	1	41.14921528443803	0.12955072931300154
48	1	43.87042431471816	0.14756155262104864
49	1	42.035175034436584	0.12295217717856362
50	1	41.10152075624045	0.13781027633114235
51	1	40.37728535431477	0.11634174201676986
52	1	40.02625722477509	0.12692968289572032
53	1	38.949910415207455	0.12220318140978546
54	1	38.63002480052234	0.13274090909090944
55	1	37.49306378319801	0.124339923083571
56	1	36.48063972449598	0.12875488289689815
57	1	36.505143574728564	0.13763779261127687
58	1	35.97614062356113	0.1339103099231513
59	1	35.5547970531824	0.12472267774501326
60	1	35.2629203339775	0.16060124314841373
61	1	34.1173500372252	0.11886362641963147
62	1	32.806892071897586	0.12187517158021233
63	1	30.643263384976485	0.10294833222333226
64	1	31.91828917968336	0.11989133049786094
65	1	31.42341798802746	0.12269347995280123
66	1	31.49189713484254	0.10909996518222648
67	1	30.395321552093964	0.1198929012227861
68	1	30.136276241162452	0.12197743271221607
69	1	29.936713787080212	0.1182459335724496
70	1	28.811967338726532	0.11441534442576304
71	1	29.365470904704598	0.12161815611096334
72	1	28.772838440556487	0.11845175655107144
73	1	27.718644669120348	0.10938338497112818
74	1	27.969055037501914	0.12509034391876497
76	1	27.00629786865557	0.11940005375481724
78	1	26.151174710760557	0.11833384903891211
94	1	22.0506194019057	0.10423161964188817
125	1	15.819430690326357	0.09006527938695191
250	1	8.131800217933078	0.09307413385258978
500	1	4.109503473352204	0.0895524798227201
