index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)
229	0.9865	469.6221362689594	0.28517063693191386	204.9321600524965	229	117.51343186731812
230	0.98275	462.4488259376096	0.2915034342406511	191.9188029783896	230	117.20184192953447
231	0.94825	433.81293318387316	0.2840495649881357	201.4542752330917	231	114.92591538895662
232	0.98675	479.1036985785909	0.2863229456971538	202.84628486650354	232	116.59906076476864
233	0.963	454.6903218952506	0.2914546555901694	190.79673831392586	233	118.30651183638375
234	0.9275	416.2225837213814	0.28414195867026026	200.64222183213445	234	117.09073429076824
235	0.96175	424.8012367491371	0.2829434191144613	205.60374285796274	235	116.11076929872304
236	0.995	498.05408516979634	0.2859045226130653	205.8065513007105	236	118.75409238575692
237	0.96575	457.55504755589817	0.2873069289843814	199.6090665314831	237	118.65065904696806
238	0.9915	481.34572905797376	0.2859934442763489	202.64083851042398	238	116.11797195103696
239	0.99025	466.4115395937432	0.2866574097450138	201.8385471741492	239	115.6236176746718
240	0.96975	461.08859224744117	0.28777605912176674	198.01355585414134	240	116.02108795960622
241	0.996	485.95440518155925	0.28795180722891534	197.45989451079691	241	116.66057864269582
242	0.9835	464.9513656616509	0.28824351804778836	201.51395561520425	242	118.09950923638472
243	0.973	463.7142414602838	0.28842069201781406	195.020403480256	243	117.3179126955132
244	0.987	473.79600849664837	0.28644039175954056	199.11083929209866	244	117.33175149007405
245	0.981	469.6645082526245	0.2845480801902818	206.4328343991257	245	119.25139809704704
246	0.97475	453.1507868250475	0.2840685645892107	204.7957145728588	246	116.9863657949153
247	0.9795	463.02752402000493	0.2897992172877315	192.5814700780122	247	116.66732807714396
248	0.976	454.6301471958319	0.28628329918032763	201.0968901671227	248	117.01634351386403
249	0.9685	443.38132625266275	0.28634916537601063	202.18459072705505	249	117.06535910476892
250	0.98975	473.80262811458715	0.2898964384945692	195.23249839831627	250	117.79842357142475
251	0.99025	463.20984189354107	0.2900025246149959	195.08310197676482	251	118.37722575383424
252	0.99125	484.99156004598683	0.2903656998738965	191.61691325892133	252	117.70054559426228
253	0.986	475.5187422384533	0.28575895875591595	203.05470049089206	253	119.3522604549633
254	0.99475	480.0801138968681	0.28737119879366657	202.3125492947008	254	117.83045009738626
255	0.9715	461.88772538717564	0.2851475381712126	203.99199609821517	255	118.3652822230442
order_index						
