index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)
1	0	0		
2	0.86	326.0045488819222	0.3643410852713181	24.101863436447115
3	0.98	534.9344977331078	0.36122448979591837	20.558144777602593
4	1	461.25461255741965	0.32066666666666677	22.84433515847492
5	1	266.52452024911554	0.311904761904762	22.247194647183598
6	1	253.9360081131606	0.2800000000000002	35.86679524845704
7	1	211.32713440064694	0.2530555555555556	32.16144744499418
8	1	170.88174982022545	0.25575757575757563	28.72529402609662
9	1	197.00551614989797	0.22272727272727252	30.25455934870854
10	1	153.5626535711748	0.2029393939393939	36.54454240572178
11	1	178.2531194337329	0.19641025641025636	31.459639471275644
12	1	158.07777427655128	0.20494505494505488	20.505559666025675
13	1	132.97872340804318	0.23114285714285704	14.73008253422915
14	1	121.50668286267648	0.2194166666666667	14.80627515623331
15	1	123.70113804464138	0.20174019607843136	17.407182910764703
16	1	113.79153390911738	0.20771241830065346	17.403636753709932
17	1	110.25358324066288	0.17947368421052634	17.612294933319472
18	1	111.80679784726716	0.15794736842105267	39.97365500027869
19	1	88.01267382440317	0.16876190476190486	16.430367077457376
20	1	89.31761343525622	0.15826839826839834	25.493803842727154
21	1	90.1550667142422	0.18826086956521734	14.075837495230337
22	1	95.5474871009532	0.14489130434782602	30.653868009729297
23	1	81.30081300936126	0.15211159420289858	18.146743776184145
24	1	82.04791598081493	0.14627692307692317	25.057490441561832
25	1	80.34709947123626	0.149031339031339	23.464757993615585
26	1	77.96663028011054	0.140132275132275	29.752802204417865
27	1	75.78053955813158	0.16729064039408872	16.904442972107944
28	1	67.79661017056169	0.1307816091954024	29.396820673768794
29	1	64.90977541185923	0.12881720430107535	25.520679038620486
30	1	66.48052120875984	0.13455645161290314	22.455143695252442
31	1	63.71861858122264	0.1539772727272727	16.456232195402677
32	1	61.58393890868668	0.13650623885917995	19.541686169077465
33	1	59.509640563406904	0.15578151260504194	15.557616058091176
34	1	62.28201295427575	0.12606349206349207	24.238405606124754
35	1	53.73455131720912	0.15854869154869158	14.263091815111604
36	1	56.85048322846029	0.1370554765291607	18.198543749657173
37	1	52.70369979927582	0.18716599190283403	14.174328508247468
38	1	51.161362938779384	0.12982051282051285	19.82633231183364
39	1	50.2058439612511	0.19301657285803628	13.695866878156135
40	1	53.11802825845994	0.11056910569105698	43.28267302674368
41	1	48.104675774080114	0.12785160575858248	22.120372064399263
42	1	45.045045044430886	0.14506342494714597	15.255482533695087
43	1	46.13823013675045	0.11211111111111112	25.125098708189086
44	1	44.49586188498485	0.11413702239789193	21.24938220263548
45	1	46.08719697722783	0.14574468085106387	17.23956485529411
46	1	43.22641998818548	0.12198581560283689	16.33172040440946
47	1	44.56327985727729	0.2410741496598639	14.930079046240134
48	1	42.59306584908593	0.11724897959183675	19.484729873065135
49	1	41.37702747423782	0.16956078431372545	12.023817060502495
50	1	40.63388866297592	0.10826726998491706	16.423020274193373
51	1	39.20646122455073	0.15672884828822664	11.679581585138843
52	1	39.77408320776219	0.1538155136268345	12.038719200171977
53	1	36.51234117142392	0.12250505050505046	13.560282136784341
54	1	36.903092479786444	0.1331428571428571	11.941760981341512
55	1	35.10742873170846	0.17827067669172927	16.19407410976448
56	1	35.824317546913285	0.1393295739348371	13.13082786273301
57	1	35.47105561827305	0.17958172608610948	12.298426877944317
58	1	34.002040122504255	0.1333559322033898	15.606743826702749
59	1	34.96014543414354	0.16094535519125686	12.968722992117783
60	1	32.99894403391363	0.17809624537281865	15.179257270059953
61	1	32.925062558025736	0.1651334485407066	12.437648908508848
62	1	33.47616497083112	0.20183531746031735	15.36115144577303
63	1	31.95704972550987	0.11206730769230766	15.236339050898248
64	1	31.541761291923674	0.1862797202797202	15.63720023844445
65	1	29.32207365710588	0.10404000974150225	15.055401513763103
66	1	30.771124376974676	0.1601755926251097	15.68155767049455
67	1	30.7314074983183	0.1410230179028133	12.647603263073638
68	1	28.963679545692465	0.1311228839361832	13.767239279502686
69	1	29.45334589985026	0.11507109322602284	15.02695232339566
70	1	29.41695593344514	0.14925858040174073	15.912560798461412
71	1	27.49670039611585	0.09046541042296395	24.886904111023373
72	1	28.221482192516216	0.12288041466123659	13.660225990324026
73	1	27.821054974390933	0.14870270270270267	13.632523338586969
74	1	27.716186252714383	0.1370666666666667	12.355582727184583
76	1	26.818279339322856	0.13213120213120214	10.731665557991619
78	1	25.499796001622297	0.11945886075949369	14.40765552664124
94	1	21.74102095826893	0.1026864035087719	12.95239931464018
125	1	16.566714157987533	0.14356856392950873	14.459019518534138
250	1	8.348081610857966	0.18227882122304423	13.706584216045032
500	1	4.278550769284724	0.1503639439845409	10.419764885392214
