index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
2	0.91	121.54400961665283	0.25824175824175827
18	0.88	241.6254805052285	0.5420454545454547
22	0.79	216.02406343980792	0.5905063291139245
24	0.76	211.9944211992786	0.6013157894736846
26	0.66	189.6551724138169	0.6151515151515157
30	0.58	167.0988187846716	0.6241379310344833
32	0.52	148.0637813207747	0.6451923076923082
33	0.4	126.22278321244751	0.6337500000000003
34	0.42	132.61761919823022	0.6464285714285719
36	0.41	131.8752010290995	0.6780487804878051
38	0.31	89.38869665483183	0.6774193548387099
42	0.28	95.3029271609179	0.7285714285714288
44	0.23	77.88689468343348	0.7108695652173912
46	0.18	64.7482014387913	0.6888888888888889
50	0.12	40.040040040096805	0.7666666666666667
54	0.11	38.46153846153064	0.7272727272727271
58	0.01	3.874467260765103	0.8
66	0.02	7.429420505183004	0.775
130	0	0	
258	0	0	
