index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
0	0	0	
3125	0	0	
3906	0	0	
4101	0	0	
4125	0	0	
4131	0	0	
4134	0.01	8.389261745920141	0.5
4135	0.15	86.70520232182412	0.5499999999999999
4136	0.08	48.10583282884988	0.63125
4137	0.31	166.04177826179324	0.5016129032258064
4138	0	0	
4140	0.05	30.229746070490464	0.4
4143	0.01	7.278020379633622	0.5
4146	0.01	9.057971016468006	0.25
4147	0	0	
4148	0	0	
4149	0.18	108.49909584564934	0.3611111111111111
4198	0.14	74.34944238716187	0.5535714285714286
4201	0.07	36.25064733222755	0.6142857142857142
4204	0	0	
4210	0	0	
4211	0.24	128.68632707035786	0.5812499999999999
4213	0.17	78.63089731900932	0.47941176470588237
4216	0.15	64.07518154593986	0.3966666666666666
4217	0.34	154.54545454463675	0.4985294117647059
4218	0.38	170.63313874172943	0.456578947368421
4219	0	0	
4220	0.06	31.529164474394765	0.4777777777777778
4221	0.17	81.8882466303903	0.4411764705882353
4222	0.3	131.92612138694412	0.4816666666666667
4223	0.33	161.52716594585362	0.6060606060606063
4224	0.01	4.89955903962271	0.5
4225	0	0	
4228	0.1	45.89261128582613	0.41500000000000004
4234	0.2	91.19927040707613	0.43
4237	0.27	132.3529411778301	0.4364197530864197
4238	0.1	45.49590537024215	0.37
4239	0.1	62.774639046082385	0.565
4240	0.58	258.9285714431048	0.4715517241379311
4241	0.01	5.035246727004623	0.3333333333333333
4243	0.01	6.631299734612862	0.25
4247	0	0	
4296	0.04	17.467248908900764	0.4125
4297	0.56	293.96325459784657	0.41666666666666663
4298	0.43	127.90005949196048	0.4186046511627907
4299	0.35	149.7005987919298	0.3785714285714286
4302	0.31	128.5240464401019	0.4193548387096775
4303	0.44	169.03572800974527	0.40946969696969693
4304	0.44	173.16017314646442	0.38863636363636367
4305	0.16	57.8243585136113	0.353125
4306	0.33	133.11819282636176	0.40252525252525256
4307	0.21	76.81053401454989	0.49365079365079356
4308	0.2	80.51529790293448	0.5050000000000001
4311	0.19	67.3520028331833	0.35350877192982455
4312	0.31	122.82091917708955	0.3241935483870968
4313	0.38	140.2214022099261	0.3425438596491228
4314	0.54	232.758620700634	0.3731481481481481
4315	0.84	314.9606299125161	0.3845238095238095
4316	0.65	271.1722987333729	0.38846153846153836
4317	0.44	160.05820298905746	0.4098484848484849
4318	0.45	171.1677443885012	0.3503703703703704
4320	0.49	247.59979787870645	0.4163265306122449
4321	0.31	161.5424700320478	0.3435483870967742
4323	0.33	121.59174648757306	0.4207070707070707
4324	0.81	309.04235022235576	0.36358024691358026
4325	0.52	192.37883834581328	0.3451923076923077
4326	0.21	80.12209080728537	0.33730158730158727
4327	0.87	324.7480403060423	0.3821839080459769
4328	0.6	245.19820186963415	0.3597222222222223
4329	0.31	116.76082862144683	0.3612903225806452
4330	0.74	289.4016425399021	0.3463963963963964
4331	0.61	224.1822859226812	0.36721311475409835
4332	0.95	379.69624303534647	0.33508771929824555
4335	0.91	358.83280757611726	0.2998168498168498
4336	0.88	344.5575567810385	0.3238636363636363
4337	0.86	334.3701399783397	0.33837209302325577
4338	0.56	182.64840183738605	0.34315476190476196
4339	0.6	193.4235976925928	0.3380555555555555
4340	0.83	298.4537936038224	0.32168674698795185
4341	0.8	275.6719503899307	0.3310416666666666
4342	0.85	293.5082872743174	0.3674509803921569
4343	0.97	400.6608839270961	0.3458762886597938
4344	0.89	336.99356304388544	0.33089887640449434
4356	0.88	429.0589956287493	0.3255681818181818
4357	1	512.0327701179187	0.308
4359	0.98	378.3783783916441	0.3030612244897959
4362	1	327.76138971069355	0.3005
4368	0.99	399.677028652135	0.3151515151515152
4393	0.98	367.0411985121149	0.33316326530612234
4491	0.99	394.7368420912646	0.32676767676767676
4687	1	525.7623554631077	0.3139999999999999
6250	0.99	419.4915254158655	0.3116161616161616
7812	0.98	432.0987654244691	0.3040816326530612
8593	0.97	333.5625859835728	0.3201030927835051
9375	0.93	297.0297029708713	0.3279569892473118
12500	0.94	316.4983164764823	0.3627659574468085
25000	0.93	300.8735037360259	0.31397849462365585
50000	0.94	252.62026336478226	0.3414893617021276
75000	0.97	205.50847458509074	0.32164948453608244
100000	1	243.07243557884374	0.3373333333333333
