index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
2	0.78	77.62738853512494	0.25
3	1	261.9172341520587	0.273
4	1	295.50827423437755	0.3046666666666667
6	1	305.6234718829016	0.38799999999999996
10	0.98	272.6766833630167	0.4755102040816326
18	0.9	246.9813391862106	0.5477777777777779
22	0.78	213.46469622190912	0.5679487179487182
23	0.78	213.6986301360491	0.5833333333333334
24	0.54	170.67003792683522	0.6185185185185185
26	0.62	187.42442563497966	0.5951612903225806
30	0.6	167.5041876052699	0.6566666666666667
32	0.52	156.53220951199364	0.621153846153846
34	0.42	134.0996168580207	0.638095238095238
38	0.34	108.83482714507362	0.6558823529411764
42	0.26	86.03573792136413	0.7384615384615384
46	0.16	55.05849965583365	0.7749999999999999
50	0.08	28.79769618432155	0.65
66	0	0	
130	0	0	
258	0	0	
