index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)
4347	1	549.1186645430989	0.30569999999999986	94.0788341916917
4359	0.999	522.8723961051453	0.29274274274274287	99.1652922259177
4370	0.999	547.9677472410884	0.2827827827827828	107.95688470381859
4382	1	529.7171310529199	0.2865500000000001	104.10201189216151
4394	0.999	509.0186487315527	0.2900400400400401	97.80839887128758
4406	1	556.7308762998261	0.28945000000000004	100.54369616050587
4417	1	523.176729095865	0.28875	102.72137302298988
4429	0.999	558.4749552743586	0.2863363363363364	102.37894598711709
4441	1	537.3166406937139	0.28885	104.0363204559844
4453	0.998	525.9552042183325	0.2934368737474949	96.79817768587618
4464	0.997	546.3911875932617	0.3005516549648948	91.89160113709129
4476	0.999	524.1618133211153	0.28473473473473476	106.64754151060673
4488	1	532.6515393636357	0.28755	102.8399936292864
4500	0.999	534.8252047719764	0.2931431431431431	100.22520724527153
4511	0.998	519.575177011582	0.29458917835671344	98.44595491258808
4523	0.997	539.4437831381238	0.29132397191574727	99.59714427875248
4546	0.997	532.1874666432511	0.29127382146439323	98.58818236919197
4557	0.999	532.2890025580598	0.2952952952952954	99.41337435702268
4569	1	543.3010974694265	0.28615000000000007	104.6223873206658
4581	0.999	540.3797262934858	0.2944444444444444	98.62998110531586
4593	1	547.4052988803489	0.28550000000000003	105.63681134631466
4604	0.998	532.8919265237332	0.2916332665330662	99.36385545799887
4616	0.998	547.5393646731219	0.2925851703406813	95.1185149163516
4628	0.999	526.1771831834565	0.29159159159159165	99.26554474878948
4640	0.999	552.116723776363	0.29494494494494494	97.99880088925849
4651	0.998	532.1815176198031	0.2900300601202405	99.16180951910889
4663	0.998	531.8695374097163	0.2975450901803607	94.39450905378838
4675	0.997	531.4782237902962	0.29834503510531596	94.87433748036149
4687	1	547.4052988803489	0.29085	101.25931680532359
4698	1	514.2974696544417	0.2904	98.65254133164424
4710	0.998	543.1292517024008	0.2987975951903807	92.73907716135682
4722	0.998	517.8497301770083	0.28456913827655317	107.36968813766029
4734	0.996	520.7843137318304	0.29317269076305225	99.33514705897672
4745	1	526.2603936417556	0.2918	99.8821946479517
4757	0.999	543.6734693894773	0.2873873873873874	103.31930079275156
4769	1	517.7323323825348	0.2905999999999999	102.69354409320655
4781	0.998	541.9789290742916	0.2943386773547094	96.79938609392768
4792	1	516.689056529102	0.28579999999999994	106.34313976712696
4804	1	536.9415807607395	0.29545000000000005	97.6990352391513
4816	0.999	531.8922372465963	0.2853353353353354	106.58794498013593
4828	0.999	523.804530204936	0.2850850850850851	105.13986314779183
4839	1	538.4159801853335	0.3088999999999999	92.32970601602183
4851	0.997	499.62415434978806	0.29222668004012037	99.67231199896642
4863	0.999	522.8176679970379	0.28918918918918923	102.27455628837696
4875	0.999	527.0377209142736	0.29099099099099107	102.4262471477449
4898	0.999	546.7381786340591	0.2894394394394395	101.83472906734293
4921	0.999	536.9235730367619	0.2923923923923924	99.63783737518978
4932	0.998	527.5399090860249	0.28877755511022046	102.79719341634788
4944	0.998	533.8325755547617	0.29046426185704743	100.62308615507382
4956	0.999	534.6534653432702	0.29039039039039044	100.75993782575057
4968	0.994	530.3596201070948	0.3073943661971831	89.78441607519795
4979	0.999	529.7486477836222	0.28103103103103105	110.75233979389454
4991	1	541.7998591304784	0.2826	107.92908469036179
5003	1	536.1930294932941	0.30150000000000005	96.00516038673906
5015	0.996	538.5821662245698	0.2878012048192772	102.24427891014383
5026	0.999	533.4543706926761	0.29174174174174167	98.40488981235343
5038	0.998	506.7275958348294	0.2993987975951903	93.95065406604309
5050	0.999	554.1380075423035	0.29657991324658	97.33602091884072
5062	1	527.9831045405898	0.2906	98.49976320944046
5085	1	531.7169139125434	0.2895	101.12162525219789
5097	0.997	526.3713637069729	0.29112337011033107	98.42445526876612
5109	0.991	519.909763393161	0.286175580221998	102.93405759955061
5120	0.976	476.5624999977245	0.29103483606557384	98.32223259909853
5132	0.998	513.8238171253093	0.28812625250501006	102.35361534737402
5144	0.999	534.0817963140055	0.2916916916916918	99.00245273165287
5156	0.996	522.0946689781556	0.28750000000000003	102.12041301074301
5167	0.997	530.7426137899647	0.2934302908726179	99.71974041066971
5179	0.998	527.4005178863893	0.2942885771543087	98.80915529092745
5191	1	529.8013245082127	0.2852500000000001	105.39847069973749
5203	0.993	494.6697220279438	0.28580060422960735	100.11366412610359
5214	0.982	481.9395367073546	0.29282077393075356	96.27862211125314
5226	0.983	484.92920921355307	0.2836724313326552	101.2771451433262
5238	0.986	501.3219442763175	0.2858350236646383	103.8979114953663
5250	0.998	567.8197542064956	0.29739478957915827	95.729582635168
5261	0.999	539.7957529639223	0.2940440440440441	99.16620980465756
5273	1	519.1838429957055	0.2851	104.99850340567941
5296	1	532.9638117644434	0.29710000000000003	97.63258571709078
5307	0.999	539.766587417364	0.2893893893893894	101.52454505751452
5319	0.998	542.2734188260017	0.2846192384769539	104.76537029555877
5331	0.995	521.2699077941893	0.28592964824120604	105.89815958405916
5343	0.996	534.9374295106632	0.29518072289156627	98.4950901879656
5354	1	536.6822304521411	0.29	101.23286668223601
5366	0.998	520.2251876577316	0.292685370741483	96.53922139206476
5378	0.999	509.48592411241356	0.29114114114114104	97.98022750878293
5390	1	515.1983513675004	0.2908499999999999	98.20572462940981
5401	0.996	529.5055821388652	0.28724899598393566	100.52952683048623
5413	0.997	512.5700478093596	0.2867101303911736	103.81436778281495
5425	0.996	524.8182105579083	0.2915662650602411	99.95330018396986
5437	0.996	512.8469182881188	0.29272088353413656	99.81399519285236
5448	0.99	506.4974930939159	0.29060606060606065	100.47414822179506
5460	0.998	509.6777488410442	0.2875751503006013	103.79052909560535
5472	0.996	515.6614030530046	0.29989959839357433	92.30835855626185
5484	0.998	522.6772808200787	0.2961422845691383	97.9961280375097
5495	0.997	520.4635623282907	0.29463390170511544	98.45615693863576
5507	0.999	526.9265256597561	0.2933433433433434	98.92328404821554
5519	0.998	517.5811637810783	0.30065130260521045	93.52530266745102
5531	0.998	518.1185754291246	0.2882765531062125	102.46530535124569
5542	1	535.905680605965	0.2922500000000001	100.8705548753817
5554	0.999	536.5775056358652	0.28883883883883893	100.76934792978763
5566	0.999	530.5645546771764	0.30155155155155156	93.83999001469215
5578	0.999	546.9477142088253	0.29209209209209214	98.47718892260116
5589	0.996	517.8330040554065	0.30190763052208847	91.7000293446103
5601	0.997	523.551961352087	0.2949849548645938	97.50302267092844
5613	0.998	522.5678081490936	0.3011523046092184	93.86822289982778
5625	0.998	527.7630883121521	0.29458917835671344	97.22476740600355
5636	0.998	505.6492881384437	0.2857214428857715	100.75232823663266
5648	0.999	521.8617771498251	0.29264264264264267	97.22601432707958
5671	0.999	505.79717483133726	0.2896396396396397	98.39575025066708
5694	0.999	522.516868035275	0.2893393393393393	103.39976934036906
5706	0.999	527.733755939897	0.2858858858858859	103.41955202269311
5718	1	529.7171310529199	0.2956999999999999	98.16041306378565
5729	0.999	532.9705505760123	0.28558558558558567	105.57948862701926
5741	0.996	520.3761755513746	0.29066265060240964	100.15603634928797
5753	0.998	515.9222497936771	0.2926352705410821	98.64118370223079
5765	0.999	515.6129032258065	0.2796796796796797	109.54323427927812
5788	0.999	529.7205578255772	0.29734734734734736	91.55600972275768
5800	0.998	516.1623997894541	0.29809619238476953	96.9036785401979
5812	0.999	530.3673816093951	0.28638638638638647	106.11298872327555
5823	0.998	517.6348547757225	0.29564128256513034	95.89100993323554
5835	1	522.5479437725824	0.2900500000000001	100.73810755350213
5847	1	529.9978800063741	0.28895000000000004	99.06589679753723
5859	0.999	532.7147656334503	0.2955955955955957	97.01982023169458
5882	0.999	503.2492065914261	0.28663663663663663	103.36497314055127
5894	0.998	536.3572848956145	0.2846693386773547	105.91568889606043
5906	0.998	523.6371268212944	0.2918837675350701	100.17352497758911
5917	1	524.0815470885735	0.2859	104.91453736624582
5929	0.976	463.96653356744997	0.290983606557377	98.20710415443872
5941	1	536.4806866948769	0.2951500000000001	97.77579101185295
5953	0.994	506.8583957944011	0.28677062374245466	103.37248959003479
5976	0.994	511.4484178045259	0.29320925553319915	97.58686405588162
5988	0.983	490.1765233881872	0.29150559511698876	98.75932506056034
6000	0.998	519.1427382410576	0.289629258517034	102.31522453113293
