index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
0	0	0	
4096	0	0	
4224	0.002	0.7902639481585433	0.75
4256	0.01	3.919416790786682	0.43
4264	0.022	7.858265466499526	0.4318181818181818
4272	0.054	18.498218690073386	0.44259259259259265
4288	0.052	16.837197254238696	0.3301282051282052
4320	0.06	18.670649738594808	0.4444444444444445
4328	0.058	19.598567277152547	0.3637931034482759
4329	0.956	264.98142912539913	0.31042538354253846
4330	0.104	28.24398457447259	0.36730769230769234
4332	0.116	32.12406535581775	0.4017241379310345
4334	0.116	32.9339617284705	0.3632183908045977
4335	0.102	28.21420668289299	0.3601307189542484
4336	0.968	279.5910114954389	0.30809228650137765
4352	0.966	281.97793216145806	0.30220841959972394
4608	0.978	287.3934763445347	0.32624403544648956
5120	0.972	289.1480247497906	0.3026063100137174
6144	0.978	285.630841121573	0.3107021131561011
8192	0.958	242.7159868254299	0.30751565762004185
