index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)
0	0	0		
1250	0	0		
1328	0	0		
1367	0	0		
1386	0.04	20.422750944533963	0.41875	20.601003738828826
1396	0.102	40.79347304429971	0.39199346405228747	32.00345764473617
1401	0.032	17.746228926368218	0.384375	15.484144264852866
1403	0.064	27.73684666727013	0.37916666666666665	23.003514070304313
1404	0.054	27.052752868088756	0.4018518518518518	25.016601633951584
1405	0.172	59.546477410476434	0.398062015503876	42.97480964908973
1406	0.408	178.767033256009	0.3723447712418303	60.75607989030771
1407	0	0		
1408	0.033	10.614686866739936	0.3696969696969697	17.261836150661292
1409	0.053	15.711151953516834	0.42264150943396217	22.816091134060304
1410	0.215	65.25037936270529	0.38581395348837205	44.39170480644505
1415	0.232	58.00145003626703	0.37607758620689663	45.442450801418055
1417	0.109	52.13814216015688	0.3711009174311926	31.093514083615133
1420	0.043	15.262840308102932	0.41937984496124026	19.714022895906574
1425	0.061	17.24479122494578	0.38442622950819677	20.77469699040913
1445	0.066	27.91641993063213	0.41212121212121205	25.654568569887918
1464	0.017	7.4473211547736735	0.4264705882352941	14.528403553175464
1474	0.055	22.42792480527722	0.4209090909090909	23.652350386046166
1479	0.021	8.014043657457517	0.38333333333333336	13.62402418845913
1480	0.053	18.372794398016087	0.3924528301886792	24.270956799811678
1481	0.246	79.87272314034524	0.39044715447154493	50.986344976598666
1482	0.001	0.31464350890420273	0.4	
1483	0	0		
1484	0.318	129.56851240692285	0.3745283018867927	54.33970626848793
1503	0.301	111.2055270255778	0.37646733111849406	55.408801868182955
1508	0.276	106.77808727945768	0.39039855072463786	51.787781045881026
1509	0.003	0.9111617312074101	0.5833333333333334	5.715476066494078
1510	0.005	1.90114068440991	0.35	5.112077203381552
1511	0.006	2.77842093076899	0.4305555555555556	7.548144342836839
1512	0.186	60.909716082122095	0.39238351254480297	42.76605706811279
1513	0.339	151.32577448440844	0.36568338249754206	54.256523227431444
1514	0	0		
1515	0	0		
1518	0.039	17.169271406540183	0.4256410256410257	23.608832694750564
1523	0.012	4.400601415530274	0.4541666666666668	19.25871467194204
1532	0.034	9.950539963123978	0.3485294117647059	17.19461816688508
1537	0	0		
1538	0.047	15.060723555614995	0.36418439716312057	19.301407594162175
1539	0.206	91.02960671678748	0.3834142394822007	41.93529219813884
1542	0.159	82.1790365928138	0.380817610062893	37.211373054945646
1562	0.315	77.72787839900043	0.37763416477702205	55.05540920252629
1718	0.101	33.574895286255874	0.40693069306930685	32.52689976498895
1875	0.114	40.318302387276205	0.4152046783625729	35.610855119672024
2500	0.099	29.503799731802573	0.45303030303030295	39.72430472404255
5000	0.074	17.858866685976032	0.4324324324324324	27.453565539141067
10000	0.184	24.40901010851704	0.45652173913043487	47.13000039859013
