index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)
0	0	0		
1250	0	0		
1328	0	0		
1347	0	0		
1357	0	0		
1359	0	0		
1360	0.008	3.4160297194540674	0.4125	9.977680315464696
1361	0	0		
1362	0.085	23.832889387349102	0.3799999999999999	28.313275015314524
1367	0.052	34.29174360326116	0.42692307692307685	22.6103807475895
1386	0.076	34.52505337753977	0.39999999999999997	24.61829819586655
1387	0.257	79.60599677859086	0.38942931258106367	48.88610937588709
1388	0	0		
1391	0	0		
1392	0.153	69.65627134082662	0.39531590413943346	39.633037095845985
1393	0.09	42.50897411681911	0.4205555555555555	31.69629113379406
1394	0	0		
1395	0.063	16.999919048000688	0.38968253968253963	25.670619826394642
1396	0.193	60.94480232413082	0.3859240069084628	39.913056683330765
1397	0.001	0.4107788366746252	0.5	
1398	0.031	11.488289356666476	0.3639784946236559	16.81452714980522
1399	0.006	2.266288951842107	0.39999999999999997	7.302967433402205
1400	0	0		
1401	0.227	90.68030200134704	0.39361233480176216	46.541262758465805
1402	0.017	7.459412022821502	0.4147058823529412	9.79574198751544
1403	0.332	165.95851037254937	0.3760542168674702	54.362761417405814
1404	0	0		
1405	0.057	13.056026386906861	0.37807017543859645	22.89576248854569
1406	0.221	116.70275122794638	0.37058823529411766	46.05094519832887
1484	0.279	106.82288077193193	0.35537634408602164	48.195736487042
1523	0.2	113.48161597800203	0.3694166666666667	43.58508138160805
1524	0.001	0.6106124442818706	0.5	
1525	0.003	1.6041065126745284	0.4666666666666666	11.43095213298803
1526	0.018	8.996401439416953	0.39722222222222225	13.311009599370603
1527	0.115	37.25058305262699	0.3756521739130434	34.43261557670731
1528	0.462	216.982904377292	0.3736652236652241	62.99778299044183
1529	0.219	85.42674364170995	0.3746575342465754	42.45038132655995
1530	0.133	43.696816374830625	0.39398496240601494	36.409816153216106
1531	0.007	3.625252472934408	0.2714285714285714	11.727054597118965
1532	0	0		
1533	0.005	2.2775930396762867	0.4	5.842373946721774
1534	0.074	26.40216925929989	0.3867117117117117	25.65782523272082
1537	0.093	40.084479117265246	0.40250896057347657	32.4300831652947
1539	0.009	2.433813786203501	0.4722222222222222	11.113247657830437
1542	0.075	26.364818785832334	0.39933333333333326	25.94293923834497
1562	0.061	23.067614581780322	0.3871584699453552	22.013281189998384
1875	0.064	22.876751501272963	0.3812499999999999	24.29360796151368
2500	0.062	20.77817621234466	0.5209677419354839	39.18437299804917
5000	0.04	11.20479565254369	0.44625000000000004	22.3393663553071
10000	0.051	7.916181606522428	0.45098039215686275	26.347437436757687
