index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)
2	0	0	
3	0	0	
4	0	0	
5	0	0	
6	0	0	
7	0	0	
9	0	0	
17	0	0	
33	0	0	
65	0	0	
129	0	0	
192	0	0	
224	0	0	
240	0	0	
248	0	0	
252	0	0	
253	0	0	
254	0.01	6.819421713151775	0.26666666666666666
255	1	517.6519308362616	0.29309999999999997
256	0.998	490.9001475661866	0.2924849699398798
