index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	mean_total_iterations (division)	total_iterations_SNR (division)	mean_total_iterations_failing (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	mean_total_iterations (sequential)	total_iterations_SNR (sequential)	mean_total_iterations_failing (sequential)	order_index (sequential)
0	0	0			8				17	0	0	0			8				17	
2500	0	0			8				17.006	3	0	0			8				17.024	
3750	0	0			8				17	4	0	0			8				17.006	
3828	0	0			8				17.01	14	0	0			8				17.026	
3837	0	0			8				17.004	279	0	0			8				17	
3847	0.026	4.6109101227087335	0.21091000502765206	16.060787054609307	8	14.192304746417799	20.692307692307693	21.078688373108434	17.09034907597536	151	0.048	7.8267675450511	0.3107902261781906	14.806875895788389	8	13.370757493249949	20	37.81176708023218	17.308823529411764	
3867	0.032	5.2754789145351415	0.2643489645352068	13.133319227239767	8	17.16458368486512	21.125	15.888499422243587	17.31198347107438	49	0.062	10.457428147256053	0.28866822337310694	17.6176547097146	8	13.663784813187796	19.870967741935484	51.21491718176917	17.279317697228144	
3876	0.038	6.426083133201698	0.36395814096645124	8.018165540813328	8	12.97353335861988	20.36842105263158	27.44775449518833	17.58212058212058	252	0.022	3.7022078621433	0.2840541639303249	17.824474500310792	8	11.920446116544703	23	12.436975620025128	17.231083844580777	
3886	0.064	11.213512282272909	0.3269042251071083	11.903757600518377	8	13.585049225367916	20.5625	48.341379286218476	17.485042735042736	135	0.074	12.7239588707018	0.28021838180506914	16.895850492679802	8	12.82909103626741	21	31.777050189215416	17.375809935205183	
3906	0.07	12.09565938631013	0.3492224082615502	12.1334234201823	8	12.232471983420561	21.057142857142857	55.587080756858754	17.488172043010753	9	0.026	4.253926701595312	0.3075685064849151	15.871043224921253	8	12.674732579646228	21.615384615384617	20.311778847307924	17.240246406570844	
3910	0.048	8.40277291512033	0.3200679394564843	19.537431224694803	8	12.663553124843231	20.625	22.780572639126156	17.271008403361346	281	0.042	6.917907497687451	0.3399301597069033	10.200103562165486	8	11.034748025961303	20.80952380952381	27.135530146599233	17.432150313152402	
3915	0.016	2.734668763239174	0.2642570734434125	11.334321981978077	8	14.874567903847392	22.875	10.630796911577542	17.203252032520325	274	0.046	7.5633015455505985	0.2814755612389883	23.04455490561825	8	11.299540601840945	20.043478260869566	29.9370784484343	17.341719077568133	
3925	0.042	7.343941248492137	0.30391427171612934	13.929305583000378	8	13.090907432234587	20.428571428571427	23.86318097600385	17.221294363256785	150	0.084	14.398354473696276	0.2930152177830196	23.38627473123183	8	11.772174134244509	20.857142857142858	29.733662711617107	17.2882096069869	
3945	0.038	6.4546813425765786	0.2559540944725074	20.89136435912397	8	14.746710877956646	20.789473684210527	20.37977256729505	17.28898128898129	94	0.082	13.889359395574905	0.31145677440852254	19.6486985359522	8	11.175889653893218	19.878048780487806	36.89709714629764	17.29847494553377	
3949	0.052	8.56531049251061	0.2854904276150406	14.161922714591784	8	13.71221420733442	20.192307692307693	31.304528728888435	17.491561181434598	282	0.056	9.698649116770843	0.3142844857241143	20.282646895847936	8	11.919242950743897	20.428571428571427	25.205700794464352	17.22669491525424	
3954	0.092	14.981761334043364	0.2950396188517067	28.20321594601023	8	16.613776736138863	21.52173913043478	27.824800806822196	17.444933920704845	164	0.08	14.071129559884163	0.31557032900879667	21.851377109016127	8	11.727474699789456	19.975	39.80761721670655	17.202173913043477	
3964	0.094	16.16620231818672	0.37419527908214417	18.941590659780562	8	11.252108918496244	21.25531914893617	41.580332884681255	17.375275938189844	95	0.076	12.850862360522768	0.2931463074611192	17.17751323634981	8	14.024552343877303	20.31578947368421	32.95686248688495	17.264069264069263	
3984	0.102	16.610213652803676	0.3556034252939797	20.245894233054088	8	13.1834726398416	21.607843137254903	32.57272679542361	17.425389755011135	13	0.024	4.0258999563663345	0.3437449833734663	9.621007412088614	8	11.751204051956124	21.75	15.905878200400215	17.32377049180328	
3993	0.058	10.134544819154094	0.3407439783921048	15.634377840099996	8	13.120325854619846	20.655172413793103	39.48397346727354	17.222929936305732	260	0.048	8.017638805353982	0.36007092895637777	18.242154286726045	8	11.739717096976763	21.666666666666668	22.30101647915538	17.36764705882353	
4003	0.072	10.963910461429773	0.3659668288893004	16.91205206674383	8	14.689955803458114	20.916666666666668	29.478537999453714	17.25	104	0.086	14.036691258150098	0.36138935174232895	15.909151944197761	8	14.480202274453235	20.069767441860463	36.93686408739165	17.288840262582056	
4013	0.062	9.976185878937368	0.35522457889880243	13.476316143513166	8	11.309109408980223	20.64516129032258	27.72344227832614	17.407249466950958	123	0.052	8.644191768092302	0.3001739832235188	20.236902900607852	8	12.416528592290492	21.26923076923077	27.30901825213501	17.352320675105485	
4018	0.146	24.692193207750268	0.3649032186879746	22.770187156698952	8	12.76918319047917	20.575342465753426	62.38832358258774	17.763466042154565	172	0.07	11.906381820723393	0.32519165560961233	24.468371346050805	8	12.38876215508133	19.8	41.622219718702226	17.24516129032258	
4023	0.156	27.501586629806432	0.39061139060482847	21.931860348857718	8	12.611560983950689	20.666666666666668	51.866798417605594	17.471563981042653	47	0.078	12.490792044373615	0.3754848438269441	20.3595725997853	8	13.330610406269376	21.743589743589745	32.88139299363581	17.373101952277658	
4032	0.172	28.982576753097277	0.42810925888651613	21.585869878026898	8	10.729751052701024	21.27906976744186	63.03647118380095	17.630434782608695	218	0.066	11.156186612635777	0.359565693997864	12.666609909567235	8	12.743310328226517	20.242424242424242	32.30477640363948	17.26766595289079	
4042	0.19	32.282180236302054	0.3348147076340819	27.654384367769598	8	11.843235941316843	20.28421052631579	55.011750880987975	17.528395061728396	162	0.096	15.641802717745659	0.37531440938948674	21.601439387786225	8	12.760074087343499	20.979166666666668	45.24273079419409	17.48230088495575	
